district_id,raw_state_name,raw_district_name,canonical_state_name,canonical_district_name,requested_census_version,geometry_census_version,boundary_feature_index,boundary_state_name,boundary_district_name,boundary_state_code,boundary_district_code,assignment_method,assignment_confidence,candidate_rank,string_similarity,edit_similarity,manual_override_used,cross_state_used,alternate_layer_used,shared_parent_boundary,requires_future_manual_review,notes
IND_BIHAR_MADHUBANI,Bihar,MADHUBANI,Bihar,MADHUBANI,Census 2001,Census 2001,307,Bihar,Madhubani,10,5,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_MADHUBANI,Bihar,MADHUBANI,Bihar,MADHUBANI,Census 2011,Census 2011,348,Bihar,Madhubani,10,5,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_MUNGER,Bihar,MUNGER,Bihar,MUNGER,Census 2001,Census 2001,348,Bihar,Munger,10,24,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_MUNGER,Bihar,MUNGER,Bihar,MUNGER,Census 2011,Census 2011,383,Bihar,Munger,10,24,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_MUZAFFARPUR,Bihar,MUZAFFARPUR,Bihar,MUZAFFARPUR,Census 2001,Census 2001,272,Bihar,Muzaffarpur,10,14,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_MUZAFFARPUR,Bihar,MUZAFFARPUR,Bihar,MUZAFFARPUR,Census 2011,Census 2011,386,Bihar,Muzaffarpur,10,14,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_NALANDA,Bihar,NALANDA,Bihar,NALANDA,Census 2001,Census 2001,349,Bihar,Nalanda,10,27,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_NALANDA,Bihar,NALANDA,Bihar,NALANDA,Census 2011,Census 2011,394,Bihar,Nalanda,10,27,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_NAWADA,Bihar,NAWADA,Bihar,NAWADA,Census 2001,Census 2001,364,Bihar,Nawada,10,36,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_NAWADA,Bihar,NAWADA,Bihar,NAWADA,Census 2011,Census 2011,405,Bihar,Nawada,10,35,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_PAKUR,Bihar,PAKUR,Bihar,PAKUR,Census 2001,Census 2001,279,Bihar,Purnia,10,9,working_fuzzy_same_state,working_fallback,1,0.0,0.545455,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_BIHAR_PAKUR,Bihar,PAKUR,Bihar,PAKUR,Census 2011,Census 2011,456,Bihar,Purnia,10,9,working_fuzzy_same_state,working_fallback,1,0.0,0.545455,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_BIHAR_PALAMU,Bihar,PALAMU,Bihar,PALAMU,Census 2001,Census 2001,235,Bihar,Jamui,10,37,working_fuzzy_same_state,working_fallback,1,0.0,0.545455,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_BIHAR_PALAMU,Bihar,PALAMU,Bihar,PALAMU,Census 2011,Census 2011,251,Bihar,Jamui,10,36,working_fuzzy_same_state,working_fallback,1,0.0,0.545455,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_BIHAR_PASHCHIM_CHAMPARAN,Bihar,PASHCHIM CHAMPARAN,Bihar,PASHCHIM CHAMPARAN,Census 2001,Census 2001,381,Bihar,Pashchim Champaran,10,1,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_PASHCHIM_CHAMPARAN,Bihar,PASHCHIM CHAMPARAN,Bihar,PASHCHIM CHAMPARAN,Census 2011,Census 2011,432,Bihar,Pashchim Champaran,10,1,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_PATNA,Bihar,PATNA,Bihar,PATNA,Census 2001,Census 2001,387,Bihar,Patna,10,28,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_PATNA,Bihar,PATNA,Bihar,PATNA,Census 2011,Census 2011,438,Bihar,Patna,10,28,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_PURBI_CHAMPARAN,Bihar,PURBI CHAMPARAN,Bihar,PURBI CHAMPARAN,Census 2001,Census 2001,327,Bihar,Purba Champaran,10,2,working_fuzzy_same_state,working_fallback,1,0.333333,0.928571,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_BIHAR_PURBI_CHAMPARAN,Bihar,PURBI CHAMPARAN,Bihar,PURBI CHAMPARAN,Census 2011,Census 2011,452,Bihar,Purba Champaran,10,2,working_fuzzy_same_state,working_fallback,1,0.333333,0.928571,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_BIHAR_PURNIA,Bihar,PURNIA,Bihar,PURNIA,Census 2001,Census 2001,279,Bihar,Purnia,10,9,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_PURNIA,Bihar,PURNIA,Bihar,PURNIA,Census 2011,Census 2011,456,Bihar,Purnia,10,9,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_RANCHI,Bihar,RANCHI,Bihar,RANCHI,Census 2001,Census 2001,102,Bihar,Saran,10,17,working_fuzzy_same_state,working_fallback,1,0.0,0.545455,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_BIHAR_RANCHI,Bihar,RANCHI,Bihar,RANCHI,Census 2011,Census 2011,503,Bihar,Saran (chhapra),10,17,working_fuzzy_same_state,working_fallback,1,0.0,0.555556,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_BIHAR_ROHTAS,Bihar,ROHTAS,Bihar,ROHTAS,Census 2001,Census 2001,570,Bihar,Rohtas,10,32,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_ROHTAS,Bihar,ROHTAS,Bihar,ROHTAS,Census 2011,Census 2011,484,Bihar,Rohtas,10,32,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_SAHARSA,Bihar,SAHARSA,Bihar,SAHARSA,Census 2001,Census 2001,448,Bihar,Saharsa,10,12,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_SAHARSA,Bihar,SAHARSA,Bihar,SAHARSA,Census 2011,Census 2011,490,Bihar,Saharsa,10,12,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_SAHEBGANJ,Bihar,SAHEBGANJ,Bihar,SAHEBGANJ,Census 2001,Census 2001,262,Bihar,Kishanganj,10,8,working_fuzzy_same_state,working_fallback,1,0.0,0.631579,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_BIHAR_SAHEBGANJ,Bihar,SAHEBGANJ,Bihar,SAHEBGANJ,Census 2011,Census 2011,303,Bihar,Kishanganj,10,8,working_fuzzy_same_state,working_fallback,1,0.0,0.631579,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_BIHAR_SAMASTIPUR,Bihar,SAMASTIPUR,Bihar,SAMASTIPUR,Census 2001,Census 2001,413,Bihar,Samastipur,10,19,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_SAMASTIPUR,Bihar,SAMASTIPUR,Bihar,SAMASTIPUR,Census 2011,Census 2011,495,Bihar,Samastipur,10,19,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_SARAN,Bihar,SARAN,Bihar,SARAN,Census 2001,Census 2001,102,Bihar,Saran,10,17,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_SARAN,Bihar,SARAN,Bihar,SARAN,Census 2011,Census 2001,102,Bihar,Saran,10,17,alternate_layer_confirmed_name,working_strong,1,1.0,1.0,0,0,1,0,1,Requested Census 2011 used confirmed name match from Census 2001
IND_BIHAR_SHEIKHPURA,Bihar,SHEIKHPURA,Bihar,SHEIKHPURA,Census 2001,Census 2001,428,Bihar,Sheikhpura,10,26,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_SHEIKHPURA,Bihar,SHEIKHPURA,Bihar,SHEIKHPURA,Census 2011,Census 2011,514,Bihar,Sheikhpura,10,26,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_SHEOHAR,Bihar,SHEOHAR,Bihar,SHEOHAR,Census 2001,Census 2001,429,Bihar,Sheohar,10,3,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_SHEOHAR,Bihar,SHEOHAR,Bihar,SHEOHAR,Census 2011,Census 2011,515,Bihar,Sheohar,10,3,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_SITAMARHI,Bihar,SITAMARHI,Bihar,SITAMARHI,Census 2001,Census 2001,453,Bihar,Sitamarhi,10,4,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_SITAMARHI,Bihar,SITAMARHI,Bihar,SITAMARHI,Census 2011,Census 2011,532,Bihar,Sitamarhi,10,4,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_SIWAN,Bihar,SIWAN,Bihar,SIWAN,Census 2001,Census 2001,456,Bihar,Siwan,10,16,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_SIWAN,Bihar,SIWAN,Bihar,SIWAN,Census 2011,Census 2011,535,Bihar,Siwan,10,16,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_SUPAUL,Bihar,SUPAUL,Bihar,SUPAUL,Census 2001,Census 2001,461,Bihar,Supaul,10,6,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_SUPAUL,Bihar,SUPAUL,Bihar,SUPAUL,Census 2011,Census 2011,553,Bihar,Supaul,10,6,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_VAISHALI,Bihar,VAISHALI,Bihar,VAISHALI,Census 2001,Census 2001,521,Bihar,Vaishali,10,18,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_VAISHALI,Bihar,VAISHALI,Bihar,VAISHALI,Census 2011,Census 2011,598,Bihar,Vaishali,10,18,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_BIHAR_WEST_SINGHBHUM,Bihar,WEST SINGHBHUM,Bihar,WEST SINGHBHUM,Census 2001,Census 2001,413,Bihar,Samastipur,10,19,working_fuzzy_same_state,working_fallback,1,0.0,0.347826,0,0,0,1,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_BIHAR_WEST_SINGHBHUM,Bihar,WEST SINGHBHUM,Bihar,WEST SINGHBHUM,Census 2011,Census 2011,495,Bihar,Samastipur,10,19,working_fuzzy_same_state,working_fallback,1,0.0,0.347826,0,0,0,1,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_CHANDIGARH_CHANDIGARH,Chandigarh,CHANDIGARH,Chandigarh,CHANDIGARH,Census 2001,Census 2001,98,Chandigarh,Chandigarh,4,1,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHANDIGARH_CHANDIGARH,Chandigarh,CHANDIGARH,Chandigarh,CHANDIGARH,Census 2011,Census 2011,106,Chandigarh,Chandigarh,4,1,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_BALOD,Chhattisgarh,BALOD,Chhattisgarh,BALOD,Census 2001,Census 2001,572,Chhattisgarh,Korba,22,5,working_fuzzy_same_state,working_fallback,1,0.0,0.4,0,0,0,1,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_CHHATTISGARH_BALOD,Chhattisgarh,BALOD,Chhattisgarh,BALOD,Census 2011,Census 2011,317,Chhattisgarh,Korba,22,5,working_fuzzy_same_state,working_fallback,1,0.0,0.4,0,0,0,1,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_CHHATTISGARH_BALODA_BAZAR,Chhattisgarh,BALODA BAZAR,Chhattisgarh,BALODA BAZAR,Census 2001,Census 2001,55,Chhattisgarh,Bastar,22,15,working_fuzzy_same_state,working_fallback,1,0.0,0.470588,0,0,0,1,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_CHHATTISGARH_BALODA_BAZAR,Chhattisgarh,BALODA BAZAR,Chhattisgarh,BALODA BAZAR,Census 2011,Census 2011,60,Chhattisgarh,Bastar,22,15,working_fuzzy_same_state,working_fallback,1,0.0,0.470588,0,0,0,1,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_CHHATTISGARH_BALRAMPUR,Chhattisgarh,BALRAMPUR,Chhattisgarh,BALRAMPUR,Census 2001,Census 2001,402,Chhattisgarh,Raipur,22,11,working_fuzzy_same_state,working_fallback,1,0.0,0.666667,0,0,0,1,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_CHHATTISGARH_BALRAMPUR,Chhattisgarh,BALRAMPUR,Chhattisgarh,BALRAMPUR,Census 2011,Census 2011,462,Chhattisgarh,Raipur,22,11,working_fuzzy_same_state,working_fallback,1,0.0,0.666667,0,0,0,1,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_CHHATTISGARH_BASTAR,Chhattisgarh,BASTAR,Chhattisgarh,BASTAR,Census 2001,Census 2001,55,Chhattisgarh,Bastar,22,15,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_BASTAR,Chhattisgarh,BASTAR,Chhattisgarh,BASTAR,Census 2011,Census 2011,60,Chhattisgarh,Bastar,22,15,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_BEMETARA,Chhattisgarh,BEMETARA,Chhattisgarh,BEMETARA,Census 2001,Census 2001,55,Chhattisgarh,Bastar,22,15,working_fuzzy_same_state,working_fallback,1,0.0,0.571429,0,0,0,1,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_CHHATTISGARH_BEMETARA,Chhattisgarh,BEMETARA,Chhattisgarh,BEMETARA,Census 2011,Census 2011,60,Chhattisgarh,Bastar,22,15,working_fuzzy_same_state,working_fallback,1,0.0,0.571429,0,0,0,1,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_CHHATTISGARH_BIJAPUR,Chhattisgarh,BIJAPUR,Chhattisgarh,BIJAPUR,Census 2001,Census 2011,81,Chhattisgarh,Bijapur,22,18,alternate_layer_confirmed_name,working_strong,1,1.0,1.0,0,0,1,0,1,Requested Census 2001 used confirmed name match from Census 2011
IND_CHHATTISGARH_BIJAPUR,Chhattisgarh,BIJAPUR,Chhattisgarh,BIJAPUR,Census 2011,Census 2011,81,Chhattisgarh,Bijapur,22,18,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_BILASPUR,Chhattisgarh,BILASPUR,Chhattisgarh,BILASPUR,Census 2001,Census 2001,565,Chhattisgarh,Bilaspur,22,7,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_BILASPUR,Chhattisgarh,BILASPUR,Chhattisgarh,BILASPUR,Census 2011,Census 2011,85,Chhattisgarh,Bilaspur,22,7,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_DANTEWADA,Chhattisgarh,DANTEWADA,Chhattisgarh,DANTEWADA,Census 2001,Census 2001,123,Chhattisgarh,Dantewada,22,16,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_DANTEWADA,Chhattisgarh,DANTEWADA,Chhattisgarh,DANTEWADA,Census 2011,Census 2001,123,Chhattisgarh,Dantewada,22,16,alternate_layer_confirmed_name,working_strong,1,1.0,1.0,0,0,1,0,1,Requested Census 2011 used confirmed name match from Census 2001
IND_CHHATTISGARH_DHAMTARI,Chhattisgarh,DHAMTARI,Chhattisgarh,DHAMTARI,Census 2001,Census 2001,131,Chhattisgarh,Dhamtari,22,13,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_DHAMTARI,Chhattisgarh,DHAMTARI,Chhattisgarh,DHAMTARI,Census 2011,Census 2011,144,Chhattisgarh,Dhamtari,22,13,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_DURG,Chhattisgarh,DURG,Chhattisgarh,DURG,Census 2001,Census 2001,147,Chhattisgarh,Durg,22,10,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_DURG,Chhattisgarh,DURG,Chhattisgarh,DURG,Census 2011,Census 2011,163,Chhattisgarh,Durg,22,10,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_GARIYABAND,Chhattisgarh,GARIYABAND,Chhattisgarh,GARIYABAND,Census 2001,Census 2001,288,Chhattisgarh,Koriya,22,1,working_fuzzy_same_state,working_fallback,1,0.0,0.5,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_CHHATTISGARH_GARIYABAND,Chhattisgarh,GARIYABAND,Chhattisgarh,GARIYABAND,Census 2011,Census 2011,318,Chhattisgarh,Koriya,22,1,working_fuzzy_same_state,working_fallback,1,0.0,0.5,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_CHHATTISGARH_JANJGIR_CHAMPA,Chhattisgarh,JANJGIR-CHAMPA,Chhattisgarh,JANJGIR-CHAMPA,Census 2001,Census 2001,571,Chhattisgarh,Janjgir - Champa,22,6,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_JANJGIR_CHAMPA,Chhattisgarh,JANJGIR-CHAMPA,Chhattisgarh,JANJGIR-CHAMPA,Census 2011,Census 2011,252,Chhattisgarh,Janjgir-champa,22,6,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_JASHPUR,Chhattisgarh,JASHPUR,Chhattisgarh,JASHPUR,Census 2001,Census 2001,234,Chhattisgarh,Jashpur,22,3,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_JASHPUR,Chhattisgarh,JASHPUR,Chhattisgarh,JASHPUR,Census 2011,Census 2011,253,Chhattisgarh,Jashpur,22,3,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_KABIRDHAM,Chhattisgarh,KABIRDHAM,Chhattisgarh,KABIRDHAM,Census 2001,Census 2001,577,Chhattisgarh,Kawardha,22,8,working_fuzzy_same_state,working_fallback,1,0.0,0.705882,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_CHHATTISGARH_KABIRDHAM,Chhattisgarh,KABIRDHAM,Chhattisgarh,KABIRDHAM,Census 2011,Census 2011,624,Chhattisgarh,Kabeerdham,22,8,working_fuzzy_same_state,working_fallback,1,0.0,0.842105,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_CHHATTISGARH_KANKER,Chhattisgarh,KANKER,Chhattisgarh,KANKER,Census 2001,Census 2001,161,Chhattisgarh,Kanker,22,14,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_KANKER,Chhattisgarh,KANKER,Chhattisgarh,KANKER,Census 2011,Census 2001,161,Chhattisgarh,Kanker,22,14,alternate_layer_confirmed_name,working_strong,1,1.0,1.0,0,0,1,0,1,Requested Census 2011 used confirmed name match from Census 2001
IND_CHHATTISGARH_KONDAGAON,Chhattisgarh,KONDAGAON,Chhattisgarh,KONDAGAON,Census 2001,Census 2001,404,Chhattisgarh,Rajnandgaon,22,9,working_fuzzy_same_state,working_fallback,1,0.0,0.6,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_CHHATTISGARH_KONDAGAON,Chhattisgarh,KONDAGAON,Chhattisgarh,KONDAGAON,Census 2011,Census 2011,467,Chhattisgarh,Rajnandgaon,22,9,working_fuzzy_same_state,working_fallback,1,0.0,0.6,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_CHHATTISGARH_KORBA,Chhattisgarh,KORBA,Chhattisgarh,KORBA,Census 2001,Census 2001,572,Chhattisgarh,Korba,22,5,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_KORBA,Chhattisgarh,KORBA,Chhattisgarh,KORBA,Census 2011,Census 2011,317,Chhattisgarh,Korba,22,5,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_KOREA,Chhattisgarh,KOREA,Chhattisgarh,KOREA,Census 2001,Census 2001,572,Chhattisgarh,Korba,22,5,working_fuzzy_same_state,working_fallback,1,0.0,0.8,0,0,0,1,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_CHHATTISGARH_KOREA,Chhattisgarh,KOREA,Chhattisgarh,KOREA,Census 2011,Census 2011,317,Chhattisgarh,Korba,22,5,working_fuzzy_same_state,working_fallback,1,0.0,0.8,0,0,0,1,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_CHHATTISGARH_MAHASAMUND,Chhattisgarh,MAHASAMUND,Chhattisgarh,MAHASAMUND,Census 2001,Census 2001,309,Chhattisgarh,Mahasamund,22,12,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_MAHASAMUND,Chhattisgarh,MAHASAMUND,Chhattisgarh,MAHASAMUND,Census 2011,Census 2011,351,Chhattisgarh,Mahasamund,22,12,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_MUNGELI,Chhattisgarh,MUNGELI,Chhattisgarh,MUNGELI,Census 2001,Census 2001,147,Chhattisgarh,Durg,22,10,working_fuzzy_same_state,working_fallback,1,0.0,0.363636,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_CHHATTISGARH_MUNGELI,Chhattisgarh,MUNGELI,Chhattisgarh,MUNGELI,Census 2011,Census 2011,163,Chhattisgarh,Durg,22,10,working_fuzzy_same_state,working_fallback,1,0.0,0.363636,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
IND_CHHATTISGARH_NARAYANPUR,Chhattisgarh,NARAYANPUR,Chhattisgarh,NARAYANPUR,Census 2001,Census 2011,400,Chhattisgarh,Narayanpur,22,16,alternate_layer_confirmed_name,working_strong,1,1.0,1.0,0,0,1,0,1,Requested Census 2001 used confirmed name match from Census 2011
IND_CHHATTISGARH_NARAYANPUR,Chhattisgarh,NARAYANPUR,Chhattisgarh,NARAYANPUR,Census 2011,Census 2011,400,Chhattisgarh,Narayanpur,22,16,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_RAIGARH,Chhattisgarh,RAIGARH,Chhattisgarh,RAIGARH,Census 2001,Census 2001,401,Chhattisgarh,Raigarh,22,4,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_RAIGARH,Chhattisgarh,RAIGARH,Chhattisgarh,RAIGARH,Census 2011,Census 2011,460,Chhattisgarh,Raigarh,22,4,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_RAIPUR,Chhattisgarh,RAIPUR,Chhattisgarh,RAIPUR,Census 2001,Census 2001,402,Chhattisgarh,Raipur,22,11,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_RAIPUR,Chhattisgarh,RAIPUR,Chhattisgarh,RAIPUR,Census 2011,Census 2011,462,Chhattisgarh,Raipur,22,11,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_RAJNANDGAON,Chhattisgarh,RAJNANDGAON,Chhattisgarh,RAJNANDGAON,Census 2001,Census 2001,404,Chhattisgarh,Rajnandgaon,22,9,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_RAJNANDGAON,Chhattisgarh,RAJNANDGAON,Chhattisgarh,RAJNANDGAON,Census 2011,Census 2011,467,Chhattisgarh,Rajnandgaon,22,9,confirmed_exact_unique,confirmed,1,1.0,1.0,0,0,0,0,0,Unique exact normalized district key within confirmed boundary state
IND_CHHATTISGARH_SUKMA,Chhattisgarh,SUKMA,Chhattisgarh,SUKMA,Census 2001,Census 2001,463,Chhattisgarh,Surguja,22,2,working_fuzzy_same_state,working_fallback,1,0.0,0.5,0,0,0,0,1,Best ranked same-state fuzzy candidate; not historically confirmed
