State_Name,Crop,Season,State_Zone,Crop_Group,Window_Type,Start_Month,Start_Day,Start_Year_Offset,End_Month,End_Day,End_Year_Offset,Window_Days,Example_Crop_Year,Example_Start_Date,Example_End_Date,Observed_Rows_1997_2014,Observed_Districts_1997_2014,Rule_Level,Rule_Version,Rule_Status,Rule_Basis,Special_Note,Dataset_Reference,Season_Reference
Himachal Pradesh,Onion,Rabi,north_northwest,onion,crop_cycle_estimate,10,30,0,3,28,1,150,2010,2010-10-30,2011-03-28,139,10,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 150-day cycle starting from the north_northwest Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Himachal Pradesh,Onion,Whole Year,north_northwest,onion,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,37,10,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Himachal Pradesh,Other Kharif pulses,Kharif,north_northwest,aggregate_kharif_pulses,aggregate_reporting_window,6,15,0,11,30,0,169,2010,2010-06-15,2010-11-30,169,12,state_zone+crop+season,v1.0,decided_project_convention,Aggregate crop category mapped to the complete reporting-season window.,Aggregate crop category; uses the full reporting-season window.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Himachal Pradesh,Other Rabi pulses,Rabi,north_northwest,aggregate_rabi_pulses,aggregate_reporting_window,10,15,0,4,30,1,198,2010,2010-10-15,2011-04-30,43,11,state_zone+crop+season,v1.0,decided_project_convention,Aggregate crop category mapped to the complete reporting-season window.,Aggregate crop category; uses the full reporting-season window.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Himachal Pradesh,Peas & beans (Pulses),Kharif,north_northwest,other_pulse,crop_cycle_estimate,6,15,0,10,12,0,120,2010,2010-06-15,2010-10-12,174,12,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 120-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Himachal Pradesh,Peas & beans (Pulses),Rabi,north_northwest,other_pulse,crop_cycle_estimate,10,15,0,2,11,1,120,2010,2010-10-15,2011-02-11,134,12,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 120-day cycle starting from the north_northwest Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Himachal Pradesh,Potato,Kharif,north_northwest,potato,crop_cycle_estimate,6,15,0,10,12,0,120,2010,2010-06-15,2010-10-12,135,12,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 120-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Himachal Pradesh,Potato,Rabi,north_northwest,potato,crop_cycle_estimate,10,30,0,2,26,1,120,2010,2010-10-30,2011-02-26,109,10,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 120-day cycle starting from the north_northwest Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Himachal Pradesh,Potato,Whole Year,north_northwest,potato,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,146,12,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Himachal Pradesh,Ragi,Kharif,north_northwest,finger_millet,crop_cycle_estimate,6,15,0,10,12,0,120,2010,2010-06-15,2010-10-12,109,9,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 120-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Himachal Pradesh,Rapeseed &Mustard,Rabi,north_northwest,rapeseed_mustard,crop_cycle_estimate,10,30,0,3,18,1,140,2010,2010-10-30,2011-03-18,276,12,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 140-day cycle starting from the north_northwest Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Himachal Pradesh,Rice,Kharif,north_northwest,rice,crop_cycle_estimate,6,15,0,11,11,0,150,2010,2010-06-15,2010-11-11,319,11,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 150-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Himachal Pradesh,Sannhamp,Kharif,north_northwest,other_fibre,crop_cycle_estimate,5,16,0,9,22,0,130,2010,2010-05-16,2010-09-22,18,4,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 130-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Himachal Pradesh,Sannhamp,Whole Year,north_northwest,other_fibre,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,6,3,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Himachal Pradesh,Sesamum,Kharif,north_northwest,sesame,crop_cycle_estimate,6,15,0,9,22,0,100,2010,2010-06-15,2010-09-22,224,10,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 100-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Himachal Pradesh,Small millets,Kharif,north_northwest,minor_cereal,crop_cycle_estimate,6,15,0,9,27,0,105,2010,2010-06-15,2010-09-27,193,9,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 105-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Himachal Pradesh,Soyabean,Kharif,north_northwest,soybean,crop_cycle_estimate,6,15,0,10,2,0,110,2010,2010-06-15,2010-10-02,172,9,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 110-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Himachal Pradesh,Sugarcane,Kharif,north_northwest,sugarcane,crop_cycle_estimate,6,15,0,6,14,1,365,2010,2010-06-15,2011-06-14,28,8,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 365-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Himachal Pradesh,Sugarcane,Whole Year,north_northwest,sugarcane,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,128,8,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Himachal Pradesh,Tobacco,Kharif,north_northwest,tobacco,crop_cycle_estimate,6,15,0,11,11,0,150,2010,2010-06-15,2010-11-11,4,4,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 150-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Himachal Pradesh,Tobacco,Whole Year,north_northwest,tobacco,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,14,4,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Himachal Pradesh,Turmeric,Kharif,north_northwest,turmeric,crop_cycle_estimate,6,15,0,3,11,1,270,2010,2010-06-15,2011-03-11,93,9,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 270-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Himachal Pradesh,Turmeric,Whole Year,north_northwest,turmeric,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,50,8,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Himachal Pradesh,Urad,Kharif,north_northwest,black_gram,crop_cycle_estimate,6,15,0,9,17,0,95,2010,2010-06-15,2010-09-17,273,11,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 95-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Himachal Pradesh,Wheat,Rabi,north_northwest,wheat,crop_cycle_estimate,10,30,0,3,28,1,150,2010,2010-10-30,2011-03-28,348,12,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 150-day cycle starting from the north_northwest Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Jammu and Kashmir,Arhar/Tur,Rabi,north_northwest,pigeon_pea,crop_cycle_estimate,10,15,0,3,13,1,150,2010,2010-10-15,2011-03-13,3,2,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 150-day cycle starting from the north_northwest Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Jammu and Kashmir,Bajra,Kharif,north_northwest,pearl_millet,crop_cycle_estimate,6,15,0,9,22,0,100,2010,2010-06-15,2010-09-22,118,10,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 100-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Jammu and Kashmir,Barley,Kharif,north_northwest,barley,crop_cycle_estimate,6,15,0,10,22,0,130,2010,2010-06-15,2010-10-22,26,5,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 130-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Jammu and Kashmir,Barley,Rabi,north_northwest,barley,crop_cycle_estimate,10,30,0,3,8,1,130,2010,2010-10-30,2011-03-08,179,14,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 130-day cycle starting from the north_northwest Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Jammu and Kashmir,Beans & Mutter(Vegetable),Whole Year,north_northwest,vegetable,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,6,3,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Jammu and Kashmir,Carrot,Whole Year,north_northwest,vegetable,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,2,1,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Jammu and Kashmir,Cond-spcs other,Kharif,north_northwest,other_spice,crop_cycle_estimate,6,15,0,12,11,0,180,2010,2010-06-15,2010-12-11,10,10,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 180-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Jammu and Kashmir,Cond-spcs other,Rabi,north_northwest,other_spice,crop_cycle_estimate,10,15,0,4,12,1,180,2010,2010-10-15,2011-04-12,8,8,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 180-day cycle starting from the north_northwest Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Jammu and Kashmir,Coriander,Rabi,north_northwest,coriander,crop_cycle_estimate,10,15,0,2,11,1,120,2010,2010-10-15,2011-02-11,4,2,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 120-day cycle starting from the north_northwest Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Jammu and Kashmir,Cotton(lint),Kharif,north_northwest,cotton,crop_cycle_estimate,5,31,0,12,26,0,210,2010,2010-05-31,2010-12-26,43,6,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 210-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Jammu and Kashmir,Cowpea(Lobia),Kharif,north_northwest,cowpea,crop_cycle_estimate,6,15,0,9,22,0,100,2010,2010-06-15,2010-09-22,4,3,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 100-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Jammu and Kashmir,Cowpea(Lobia),Rabi,north_northwest,cowpea,crop_cycle_estimate,10,15,0,1,22,1,100,2010,2010-10-15,2011-01-22,3,2,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 100-day cycle starting from the north_northwest Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Jammu and Kashmir,Dry chillies,Kharif,north_northwest,chilli,crop_cycle_estimate,6,15,0,12,11,0,180,2010,2010-06-15,2010-12-11,103,12,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 180-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Jammu and Kashmir,Dry chillies,Whole Year,north_northwest,chilli,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,16,8,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Jammu and Kashmir,Dry ginger,Kharif,north_northwest,ginger,crop_cycle_estimate,6,15,0,2,9,1,240,2010,2010-06-15,2011-02-09,11,5,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 240-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Jammu and Kashmir,Garlic,Kharif,north_northwest,garlic,crop_cycle_estimate,6,15,0,11,11,0,150,2010,2010-06-15,2010-11-11,11,3,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 150-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Jammu and Kashmir,Garlic,Rabi,north_northwest,garlic,crop_cycle_estimate,10,30,0,3,28,1,150,2010,2010-10-30,2011-03-28,98,10,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 150-day cycle starting from the north_northwest Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Jammu and Kashmir,Garlic,Whole Year,north_northwest,garlic,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,16,8,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Jammu and Kashmir,Ginger,Kharif,north_northwest,ginger,crop_cycle_estimate,6,15,0,2,9,1,240,2010,2010-06-15,2011-02-09,25,6,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 240-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Jammu and Kashmir,Ginger,Rabi,north_northwest,ginger,crop_cycle_estimate,10,15,0,6,11,1,240,2010,2010-10-15,2011-06-11,5,1,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 240-day cycle starting from the north_northwest Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Jammu and Kashmir,Gram,Rabi,north_northwest,chickpea,crop_cycle_estimate,10,30,0,3,8,1,130,2010,2010-10-30,2011-03-08,55,8,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 130-day cycle starting from the north_northwest Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Jammu and Kashmir,Groundnut,Kharif,north_northwest,groundnut,crop_cycle_estimate,6,15,0,10,12,0,120,2010,2010-06-15,2010-10-12,20,3,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 120-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Jammu and Kashmir,Horse-gram,Kharif,north_northwest,horse_gram,crop_cycle_estimate,6,15,0,10,2,0,110,2010,2010-06-15,2010-10-02,41,8,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 110-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Jammu and Kashmir,Horse-gram,Rabi,north_northwest,horse_gram,crop_cycle_estimate,10,15,0,2,1,1,110,2010,2010-10-15,2011-02-01,1,1,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 110-day cycle starting from the north_northwest Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Jammu and Kashmir,Jowar,Kharif,north_northwest,sorghum,crop_cycle_estimate,6,15,0,10,12,0,120,2010,2010-06-15,2010-10-12,17,4,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 120-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Jammu and Kashmir,Linseed,Kharif,north_northwest,linseed,crop_cycle_estimate,6,15,0,10,22,0,130,2010,2010-06-15,2010-10-22,1,1,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 130-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Jammu and Kashmir,Linseed,Rabi,north_northwest,linseed,crop_cycle_estimate,10,30,0,3,8,1,130,2010,2010-10-30,2011-03-08,139,14,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 130-day cycle starting from the north_northwest Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Jammu and Kashmir,Maize,Kharif,north_northwest,maize,crop_cycle_estimate,6,15,0,10,12,0,120,2010,2010-06-15,2010-10-12,364,21,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 120-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Jammu and Kashmir,Masoor,Kharif,north_northwest,lentil,crop_cycle_estimate,6,15,0,10,12,0,120,2010,2010-06-15,2010-10-12,12,3,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 120-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Jammu and Kashmir,Masoor,Rabi,north_northwest,lentil,crop_cycle_estimate,10,15,0,2,11,1,120,2010,2010-10-15,2011-02-11,71,10,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 120-day cycle starting from the north_northwest Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Jammu and Kashmir,Moong(Green Gram),Kharif,north_northwest,green_gram,crop_cycle_estimate,6,15,0,9,12,0,90,2010,2010-06-15,2010-09-12,176,16,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 90-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Jammu and Kashmir,Moong(Green Gram),Rabi,north_northwest,green_gram,crop_cycle_estimate,10,15,0,1,12,1,90,2010,2010-10-15,2011-01-12,8,3,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 90-day cycle starting from the north_northwest Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Jammu and Kashmir,Moth,Kharif,north_northwest,moth_bean,crop_cycle_estimate,6,15,0,9,22,0,100,2010,2010-06-15,2010-09-22,70,17,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 100-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Jammu and Kashmir,Moth,Rabi,north_northwest,moth_bean,crop_cycle_estimate,10,15,0,1,22,1,100,2010,2010-10-15,2011-01-22,5,4,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 100-day cycle starting from the north_northwest Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Jammu and Kashmir,Onion,Kharif,north_northwest,onion,crop_cycle_estimate,6,15,0,11,11,0,150,2010,2010-06-15,2010-11-11,45,11,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 150-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Jammu and Kashmir,Onion,Rabi,north_northwest,onion,crop_cycle_estimate,10,30,0,3,28,1,150,2010,2010-10-30,2011-03-28,84,11,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 150-day cycle starting from the north_northwest Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Jammu and Kashmir,Onion,Whole Year,north_northwest,onion,annual_reporting_window,7,1,0,6,30,1,365,2010,2010-07-01,2011-06-30,58,9,state_zone+crop+season,v1.0,decided_project_convention,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,"Project convention based on the recorded Indian crop-season label; Autumn and Winter are treated as crop reporting seasons, not literal meteorological seasons."
Jammu and Kashmir,Other Cereals,Kharif,north_northwest,minor_cereal,crop_cycle_estimate,6,15,0,9,27,0,105,2010,2010-06-15,2010-09-27,53,16,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 105-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Jammu and Kashmir,Other Cereals,Rabi,north_northwest,minor_cereal,crop_cycle_estimate,10,15,0,1,27,1,105,2010,2010-10-15,2011-01-27,19,9,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 105-day cycle starting from the north_northwest Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
Jammu and Kashmir,Other Cereals & Millets,Kharif,north_northwest,minor_cereal,crop_cycle_estimate,6,15,0,9,27,0,105,2010,2010-06-15,2010-09-27,19,12,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 105-day cycle starting from the north_northwest Kharif anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Kharif_crop
Jammu and Kashmir,Other Cereals & Millets,Rabi,north_northwest,minor_cereal,crop_cycle_estimate,10,15,0,1,27,1,105,2010,2010-10-15,2011-01-27,1,1,state_zone+crop+season,v1.0,decided_project_convention,Crop-specific 105-day cycle starting from the north_northwest Rabi anchor.,,https://www.kaggle.com/datasets/arjunyadav99/indian-agriculture-crop-production-and-yield,https://en.wikipedia.org/wiki/Rabi_crop
