district_id,raw_state_name,raw_district_name,canonical_state_name,canonical_district_name,valid_from,valid_to,latitude,longitude,point_method,match_method,match_status,override_type,override_confidence,override_evidence,override_review_status,geometry_source,coordinate_source,crop_rows,unique_years,unique_crops,unique_seasons,notes
IND_CHHATTISGARH_KABIRDHAM,Chhattisgarh,KABIRDHAM,Chhattisgarh,KABIRDHAM,2000,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,983,15,40,3,
IND_CHHATTISGARH_KANKER,Chhattisgarh,KANKER,Chhattisgarh,KANKER,2000,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1084,15,40,3,
IND_CHHATTISGARH_KONDAGAON,Chhattisgarh,KONDAGAON,Chhattisgarh,KONDAGAON,2011,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,276,4,38,3,
IND_CHHATTISGARH_KORBA,Chhattisgarh,KORBA,Chhattisgarh,KORBA,2000,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1074,15,38,3,
IND_CHHATTISGARH_KOREA,Chhattisgarh,KOREA,Chhattisgarh,KOREA,2000,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,939,15,39,3,
IND_CHHATTISGARH_MAHASAMUND,Chhattisgarh,MAHASAMUND,Chhattisgarh,MAHASAMUND,2000,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1041,15,41,3,
IND_CHHATTISGARH_MUNGELI,Chhattisgarh,MUNGELI,Chhattisgarh,MUNGELI,2011,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,246,4,32,3,
IND_CHHATTISGARH_NARAYANPUR,Chhattisgarh,NARAYANPUR,Chhattisgarh,NARAYANPUR,2005,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,400,10,32,3,
IND_CHHATTISGARH_RAIGARH,Chhattisgarh,RAIGARH,Chhattisgarh,RAIGARH,2000,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1157,15,41,3,
IND_CHHATTISGARH_RAIPUR,Chhattisgarh,RAIPUR,Chhattisgarh,RAIPUR,2000,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1148,15,42,3,
IND_CHHATTISGARH_RAJNANDGAON,Chhattisgarh,RAJNANDGAON,Chhattisgarh,RAJNANDGAON,2000,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1206,15,43,3,
IND_CHHATTISGARH_SUKMA,Chhattisgarh,SUKMA,Chhattisgarh,SUKMA,2011,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,212,4,30,3,
IND_CHHATTISGARH_SURAJPUR,Chhattisgarh,SURAJPUR,Chhattisgarh,SURAJPUR,2011,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,292,4,38,3,
IND_CHHATTISGARH_SURGUJA,Chhattisgarh,SURGUJA,Chhattisgarh,SURGUJA,2000,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1130,15,43,3,
IND_DADRA_AND_NAGAR_HAVELI_DADRA_AND_NAGAR_HAVELI,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,526,17,22,3,
IND_DAMAN_AND_DIU_DAMAN,Daman and Diu,DAMAN,Daman and Diu,DAMAN,2013,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,2,2,1,1,
IND_DAMAN_AND_DIU_DIU,Daman and Diu,DIU,Daman and Diu,DIU,2013,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,2,2,1,1,
IND_DAMAN_AND_DIU_DAMAN_AND_DIU,Daman and Diu,Daman and Diu,Daman and Diu,Daman and Diu,1998,2012,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,30,15,2,1,
IND_DELHI_DELHI_TOTAL,Delhi,DELHI_TOTAL,Delhi,DELHI_TOTAL,2008,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,62,7,9,3,
IND_DELHI_DELHI,Delhi,Delhi,Delhi,Delhi,1998,2007,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,105,10,12,3,
IND_GOA_GOA,Goa,Goa,Goa,Goa,1998,2003,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,84,6,12,3,
IND_GOA_NORTH_GOA,Goa,NORTH GOA,Goa,NORTH GOA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,206,12,16,3,
IND_GOA_SOUTH_GOA,Goa,SOUTH GOA,Goa,SOUTH GOA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,192,12,16,3,
IND_GUJARAT_AHMADABAD,Gujarat,AHMADABAD,Gujarat,AHMADABAD,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,786,18,31,4,
IND_GUJARAT_AMRELI,Gujarat,AMRELI,Gujarat,AMRELI,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,734,18,32,4,
IND_GUJARAT_ANAND,Gujarat,ANAND,Gujarat,ANAND,2003,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,546,12,29,4,
IND_GUJARAT_ARAVALLI,Gujarat,ARAVALLI,Gujarat,ARAVALLI,2014,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,27,1,21,4,
IND_GUJARAT_BANAS_KANTHA,Gujarat,BANAS KANTHA,Gujarat,BANAS KANTHA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,843,18,31,4,
IND_GUJARAT_BHARUCH,Gujarat,BHARUCH,Gujarat,BHARUCH,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,856,18,33,4,
IND_GUJARAT_BHAVNAGAR,Gujarat,BHAVNAGAR,Gujarat,BHAVNAGAR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,731,18,31,4,
IND_GUJARAT_BOTAD,Gujarat,BOTAD,Gujarat,BOTAD,2014,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,18,1,15,4,
IND_GUJARAT_CHHOTAUDEPUR,Gujarat,CHHOTAUDEPUR,Gujarat,CHHOTAUDEPUR,2014,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,30,1,23,4,
IND_GUJARAT_DANG,Gujarat,DANG,Gujarat,DANG,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,488,18,26,4,
IND_GUJARAT_DEVBHUMI_DWARKA,Gujarat,DEVBHUMI DWARKA,Gujarat,DEVBHUMI DWARKA,2014,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,20,1,16,4,
IND_GUJARAT_DOHAD,Gujarat,DOHAD,Gujarat,DOHAD,2003,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,481,12,26,4,
IND_GUJARAT_GANDHINAGAR,Gujarat,GANDHINAGAR,Gujarat,GANDHINAGAR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,698,18,27,4,
IND_GUJARAT_GIR_SOMNATH,Gujarat,GIR SOMNATH,Gujarat,GIR SOMNATH,2014,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,23,1,18,4,
IND_GUJARAT_JAMNAGAR,Gujarat,JAMNAGAR,Gujarat,JAMNAGAR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,773,18,29,4,
IND_GUJARAT_JUNAGADH,Gujarat,JUNAGADH,Gujarat,JUNAGADH,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,773,18,31,4,
IND_GUJARAT_KACHCHH,Gujarat,KACHCHH,Gujarat,KACHCHH,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,670,18,29,4,
IND_GUJARAT_KHEDA,Gujarat,KHEDA,Gujarat,KHEDA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,968,18,33,4,
IND_GUJARAT_MAHESANA,Gujarat,MAHESANA,Gujarat,MAHESANA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,895,18,31,4,
IND_GUJARAT_MAHISAGAR,Gujarat,MAHISAGAR,Gujarat,MAHISAGAR,2014,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,33,1,25,4,
IND_GUJARAT_MORBI,Gujarat,MORBI,Gujarat,MORBI,2014,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,23,1,18,4,
IND_GUJARAT_NARMADA,Gujarat,NARMADA,Gujarat,NARMADA,2003,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,460,12,28,4,
IND_GUJARAT_NAVSARI,Gujarat,NAVSARI,Gujarat,NAVSARI,2003,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,461,12,27,4,
IND_GUJARAT_PANCH_MAHALS,Gujarat,PANCH MAHALS,Gujarat,PANCH MAHALS,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1014,18,34,4,
IND_GUJARAT_PATAN,Gujarat,PATAN,Gujarat,PATAN,2003,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,446,12,28,4,
IND_GUJARAT_PORBANDAR,Gujarat,PORBANDAR,Gujarat,PORBANDAR,2003,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,372,12,24,4,
IND_GUJARAT_RAJKOT,Gujarat,RAJKOT,Gujarat,RAJKOT,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,740,18,29,4,
IND_GUJARAT_SABAR_KANTHA,Gujarat,SABAR KANTHA,Gujarat,SABAR KANTHA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,837,18,30,4,
IND_GUJARAT_SURAT,Gujarat,SURAT,Gujarat,SURAT,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,864,18,34,4,
IND_GUJARAT_SURENDRANAGAR,Gujarat,SURENDRANAGAR,Gujarat,SURENDRANAGAR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,708,18,30,4,
IND_GUJARAT_TAPI,Gujarat,TAPI,Gujarat,TAPI,2008,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,291,7,26,4,
IND_GUJARAT_VADODARA,Gujarat,VADODARA,Gujarat,VADODARA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,984,18,33,4,
IND_GUJARAT_VALSAD,Gujarat,VALSAD,Gujarat,VALSAD,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,620,18,28,4,
IND_HARYANA_AMBALA,Haryana,AMBALA,Haryana,AMBALA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,436,18,33,3,
IND_HARYANA_BHIWANI,Haryana,BHIWANI,Haryana,BHIWANI,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,520,18,30,3,
IND_HARYANA_CHARKI_DADRI,Haryana,CHARKI DADRI,Haryana,CHARKI DADRI,2014,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,2,1,2,1,
IND_HARYANA_FARIDABAD,Haryana,FARIDABAD,Haryana,FARIDABAD,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,409,18,32,3,
IND_HARYANA_FATEHABAD,Haryana,FATEHABAD,Haryana,FATEHABAD,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,510,18,30,3,
IND_HARYANA_GURGAON,Haryana,GURGAON,Haryana,GURGAON,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,430,18,31,3,
IND_HARYANA_HISAR,Haryana,HISAR,Haryana,HISAR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,556,18,35,3,
IND_HARYANA_JHAJJAR,Haryana,JHAJJAR,Haryana,JHAJJAR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,453,18,28,3,
IND_HARYANA_JIND,Haryana,JIND,Haryana,JIND,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,411,18,31,3,
IND_HARYANA_KAITHAL,Haryana,KAITHAL,Haryana,KAITHAL,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,424,18,32,3,
IND_HARYANA_KARNAL,Haryana,KARNAL,Haryana,KARNAL,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,491,18,35,3,
IND_HARYANA_KURUKSHETRA,Haryana,KURUKSHETRA,Haryana,KURUKSHETRA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,406,18,30,3,
IND_HARYANA_MAHENDRAGARH,Haryana,MAHENDRAGARH,Haryana,MAHENDRAGARH,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,349,18,28,3,
IND_HARYANA_MEWAT,Haryana,MEWAT,Haryana,MEWAT,2005,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,212,10,23,3,
IND_HARYANA_PALWAL,Haryana,PALWAL,Haryana,PALWAL,2008,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,134,7,20,3,
IND_HARYANA_PANCHKULA,Haryana,PANCHKULA,Haryana,PANCHKULA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,496,18,35,3,
IND_HARYANA_PANIPAT,Haryana,PANIPAT,Haryana,PANIPAT,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,424,18,34,3,
IND_HARYANA_REWARI,Haryana,REWARI,Haryana,REWARI,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,407,18,29,3,
IND_HARYANA_ROHTAK,Haryana,ROHTAK,Haryana,ROHTAK,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,450,18,32,3,
IND_HARYANA_SIRSA,Haryana,SIRSA,Haryana,SIRSA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,496,18,29,3,
IND_HARYANA_SONIPAT,Haryana,SONIPAT,Haryana,SONIPAT,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,483,18,33,3,
IND_HARYANA_YAMUNANAGAR,Haryana,YAMUNANAGAR,Haryana,YAMUNANAGAR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,483,18,33,3,
IND_HIMACHAL_PRADESH_BILASPUR,Himachal Pradesh,BILASPUR,Himachal Pradesh,BILASPUR,1998,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,528,17,34,3,
IND_HIMACHAL_PRADESH_CHAMBA,Himachal Pradesh,CHAMBA,Himachal Pradesh,CHAMBA,1998,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,543,17,32,3,
IND_HIMACHAL_PRADESH_HAMIRPUR,Himachal Pradesh,HAMIRPUR,Himachal Pradesh,HAMIRPUR,1998,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,455,17,32,3,
IND_HIMACHAL_PRADESH_KANGRA,Himachal Pradesh,KANGRA,Himachal Pradesh,KANGRA,1998,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,649,17,35,3,
IND_HIMACHAL_PRADESH_KINNAUR,Himachal Pradesh,KINNAUR,Himachal Pradesh,KINNAUR,1998,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,270,17,17,3,
IND_HIMACHAL_PRADESH_KULLU,Himachal Pradesh,KULLU,Himachal Pradesh,KULLU,1998,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,532,17,28,3,
IND_HIMACHAL_PRADESH_LAHUL_AND_SPITI,Himachal Pradesh,LAHUL AND SPITI,Himachal Pradesh,LAHUL AND SPITI,1998,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,191,17,10,3,
IND_HIMACHAL_PRADESH_MANDI,Himachal Pradesh,MANDI,Himachal Pradesh,MANDI,1998,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,648,17,33,3,
IND_HIMACHAL_PRADESH_SHIMLA,Himachal Pradesh,SHIMLA,Himachal Pradesh,SHIMLA,1998,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,633,17,31,3,
IND_HIMACHAL_PRADESH_SIRMAUR,Himachal Pradesh,SIRMAUR,Himachal Pradesh,SIRMAUR,1998,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,650,17,33,3,
IND_HIMACHAL_PRADESH_SOLAN,Himachal Pradesh,SOLAN,Himachal Pradesh,SOLAN,1998,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,544,17,30,3,
IND_HIMACHAL_PRADESH_UNA,Himachal Pradesh,UNA,Himachal Pradesh,UNA,1998,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,503,17,31,3,
IND_JAMMU_AND_KASHMIR_ANANTNAG,Jammu and Kashmir,ANANTNAG,Jammu and Kashmir,ANANTNAG,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,240,17,20,3,
IND_JAMMU_AND_KASHMIR_BADGAM,Jammu and Kashmir,BADGAM,Jammu and Kashmir,BADGAM,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,280,17,22,3,
IND_JAMMU_AND_KASHMIR_BANDIPORA,Jammu and Kashmir,BANDIPORA,Jammu and Kashmir,BANDIPORA,2007,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,95,8,17,2,
IND_JAMMU_AND_KASHMIR_BARAMULLA,Jammu and Kashmir,BARAMULLA,Jammu and Kashmir,BARAMULLA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,229,17,26,3,
IND_JAMMU_AND_KASHMIR_DODA,Jammu and Kashmir,DODA,Jammu and Kashmir,DODA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,300,17,27,3,
IND_JAMMU_AND_KASHMIR_GANDERBAL,Jammu and Kashmir,GANDERBAL,Jammu and Kashmir,GANDERBAL,2007,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,60,8,11,2,
IND_JAMMU_AND_KASHMIR_JAMMU,Jammu and Kashmir,JAMMU,Jammu and Kashmir,JAMMU,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,461,17,40,3,
IND_JAMMU_AND_KASHMIR_KARGIL,Jammu and Kashmir,KARGIL,Jammu and Kashmir,KARGIL,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,104,16,17,3,
IND_JAMMU_AND_KASHMIR_KATHUA,Jammu and Kashmir,KATHUA,Jammu and Kashmir,KATHUA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,459,17,38,3,
IND_JAMMU_AND_KASHMIR_KISHTWAR,Jammu and Kashmir,KISHTWAR,Jammu and Kashmir,KISHTWAR,2007,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,118,8,18,2,
IND_JAMMU_AND_KASHMIR_KULGAM,Jammu and Kashmir,KULGAM,Jammu and Kashmir,KULGAM,2007,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,99,8,15,2,
IND_JAMMU_AND_KASHMIR_KUPWARA,Jammu and Kashmir,KUPWARA,Jammu and Kashmir,KUPWARA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,112,15,12,3,
IND_JAMMU_AND_KASHMIR_LEH_LADAKH,Jammu and Kashmir,LEH LADAKH,Jammu and Kashmir,LEH LADAKH,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,190,17,22,3,
IND_JAMMU_AND_KASHMIR_POONCH,Jammu and Kashmir,POONCH,Jammu and Kashmir,POONCH,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,189,17,18,3,
IND_JAMMU_AND_KASHMIR_PULWAMA,Jammu and Kashmir,PULWAMA,Jammu and Kashmir,PULWAMA,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,253,17,17,3,
IND_JAMMU_AND_KASHMIR_RAJAURI,Jammu and Kashmir,RAJAURI,Jammu and Kashmir,RAJAURI,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,296,17,35,3,
IND_JAMMU_AND_KASHMIR_RAMBAN,Jammu and Kashmir,RAMBAN,Jammu and Kashmir,RAMBAN,2007,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,46,8,5,2,
IND_JAMMU_AND_KASHMIR_REASI,Jammu and Kashmir,REASI,Jammu and Kashmir,REASI,2007,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,152,8,29,2,
IND_JAMMU_AND_KASHMIR_SAMBA,Jammu and Kashmir,SAMBA,Jammu and Kashmir,SAMBA,2007,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,154,8,26,2,
IND_JAMMU_AND_KASHMIR_SHOPIAN,Jammu and Kashmir,SHOPIAN,Jammu and Kashmir,SHOPIAN,2007,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,58,8,8,2,
IND_JAMMU_AND_KASHMIR_SRINAGAR,Jammu and Kashmir,SRINAGAR,Jammu and Kashmir,SRINAGAR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,277,17,26,3,
IND_JAMMU_AND_KASHMIR_UDHAMPUR,Jammu and Kashmir,UDHAMPUR,Jammu and Kashmir,UDHAMPUR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,417,17,34,3,
IND_JHARKHAND_BOKARO,Jharkhand,BOKARO,Jharkhand,BOKARO,2002,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,156,13,9,3,
IND_JHARKHAND_CHATRA,Jharkhand,CHATRA,Jharkhand,CHATRA,2002,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,196,13,12,5,
IND_JHARKHAND_DEOGHAR,Jharkhand,DEOGHAR,Jharkhand,DEOGHAR,2002,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,166,13,10,3,
IND_JHARKHAND_DHANBAD,Jharkhand,DHANBAD,Jharkhand,DHANBAD,2002,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,128,13,9,3,
IND_JHARKHAND_DUMKA,Jharkhand,DUMKA,Jharkhand,DUMKA,2002,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,190,13,10,4,
IND_JHARKHAND_EAST_SINGHBUM,Jharkhand,EAST SINGHBUM,Jharkhand,EAST SINGHBUM,2002,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,156,13,12,4,
IND_JHARKHAND_GARHWA,Jharkhand,GARHWA,Jharkhand,GARHWA,2002,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,209,13,13,5,
IND_JHARKHAND_GIRIDIH,Jharkhand,GIRIDIH,Jharkhand,GIRIDIH,2002,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,184,13,9,4,
IND_JHARKHAND_GODDA,Jharkhand,GODDA,Jharkhand,GODDA,2002,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,212,13,12,5,
IND_JHARKHAND_GUMLA,Jharkhand,GUMLA,Jharkhand,GUMLA,2002,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,210,13,12,5,
IND_JHARKHAND_HAZARIBAGH,Jharkhand,HAZARIBAGH,Jharkhand,HAZARIBAGH,2002,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,232,13,13,5,
IND_JHARKHAND_JAMTARA,Jharkhand,JAMTARA,Jharkhand,JAMTARA,2003,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,156,12,9,3,
IND_JHARKHAND_KHUNTI,Jharkhand,KHUNTI,Jharkhand,KHUNTI,2008,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,82,7,11,3,
IND_JHARKHAND_KODERMA,Jharkhand,KODERMA,Jharkhand,KODERMA,2002,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,189,13,12,5,
IND_JHARKHAND_LATEHAR,Jharkhand,LATEHAR,Jharkhand,LATEHAR,2003,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,196,12,12,5,
IND_JHARKHAND_LOHARDAGA,Jharkhand,LOHARDAGA,Jharkhand,LOHARDAGA,2002,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,200,13,12,5,
IND_JHARKHAND_PAKUR,Jharkhand,PAKUR,Jharkhand,PAKUR,2002,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,176,13,11,5,
IND_JHARKHAND_PALAMU,Jharkhand,PALAMU,Jharkhand,PALAMU,2002,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,222,13,13,5,
IND_JHARKHAND_RAMGARH,Jharkhand,RAMGARH,Jharkhand,RAMGARH,2008,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,79,7,9,3,
IND_JHARKHAND_RANCHI,Jharkhand,RANCHI,Jharkhand,RANCHI,2002,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,217,13,11,5,
IND_JHARKHAND_SAHEBGANJ,Jharkhand,SAHEBGANJ,Jharkhand,SAHEBGANJ,2002,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,170,13,12,5,
IND_JHARKHAND_SARAIKELA_KHARSAWAN,Jharkhand,SARAIKELA KHARSAWAN,Jharkhand,SARAIKELA KHARSAWAN,2003,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,150,12,12,5,
IND_JHARKHAND_SIMDEGA,Jharkhand,SIMDEGA,Jharkhand,SIMDEGA,2003,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,179,12,12,5,
IND_JHARKHAND_WEST_SINGHBHUM,Jharkhand,WEST SINGHBHUM,Jharkhand,WEST SINGHBHUM,2002,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,168,13,11,4,
IND_KARNATAKA_BAGALKOT,Karnataka,BAGALKOT,Karnataka,BAGALKOT,1998,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1445,17,52,4,
IND_KARNATAKA_BANGALORE_RURAL,Karnataka,BANGALORE RURAL,Karnataka,BANGALORE RURAL,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1556,18,55,4,
IND_KARNATAKA_BELGAUM,Karnataka,BELGAUM,Karnataka,BELGAUM,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1827,18,58,4,
IND_KARNATAKA_BELLARY,Karnataka,BELLARY,Karnataka,BELLARY,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1752,18,55,4,
IND_KARNATAKA_BENGALURU_URBAN,Karnataka,BENGALURU URBAN,Karnataka,BENGALURU URBAN,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1319,18,50,4,
IND_KARNATAKA_BIDAR,Karnataka,BIDAR,Karnataka,BIDAR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1541,18,54,4,
IND_KARNATAKA_BIJAPUR,Karnataka,BIJAPUR,Karnataka,BIJAPUR,1997,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1380,18,45,4,
IND_KARNATAKA_CHAMARAJANAGAR,Karnataka,CHAMARAJANAGAR,Karnataka,CHAMARAJANAGAR,1998,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,1663,17,56,4,
IND_KARNATAKA_CHIKBALLAPUR,Karnataka,CHIKBALLAPUR,Karnataka,CHIKBALLAPUR,2007,2014,,,,exact_pending_boundary_check,pending_boundary_match,,,,,,,656,8,34,4,
