district_year_point_id,district_id,Crop_Year,preferred_census_version,used_census_version,district_point_version_id,weather_point_id,latitude,longitude,assignment_method,assignment_confidence,alternate_layer_used,shared_parent_boundary
DYP_765D2D5A370D481A,IND_ANDHRA_PRADESH_MAHBUBNAGAR,2014,Census 2011,Census 2011,DPV_044120CCF9964786,WPT_7512FDB3144671548AF1,16.53450806,78.02633081,confirmed_exact_unique,confirmed,0,0
DYP_8F240A0215A87832,IND_ANDHRA_PRADESH_MEDAK,1997,Census 2001,Census 2001,DPV_C76E8EF70C99041C,WPT_CA67EA2043D0BD5EF5F0,17.85932596,78.22147265,confirmed_exact_unique,confirmed,0,0
DYP_F0947DA60B8708EF,IND_ANDHRA_PRADESH_MEDAK,1998,Census 2001,Census 2001,DPV_C76E8EF70C99041C,WPT_CA67EA2043D0BD5EF5F0,17.85932596,78.22147265,confirmed_exact_unique,confirmed,0,0
DYP_0DD3F764C4218DD0,IND_ANDHRA_PRADESH_MEDAK,1999,Census 2001,Census 2001,DPV_C76E8EF70C99041C,WPT_CA67EA2043D0BD5EF5F0,17.85932596,78.22147265,confirmed_exact_unique,confirmed,0,0
DYP_67881EF7D9BA041B,IND_ANDHRA_PRADESH_MEDAK,2000,Census 2001,Census 2001,DPV_C76E8EF70C99041C,WPT_CA67EA2043D0BD5EF5F0,17.85932596,78.22147265,confirmed_exact_unique,confirmed,0,0
DYP_60AF9FC0EC1CDBAD,IND_ANDHRA_PRADESH_MEDAK,2001,Census 2001,Census 2001,DPV_C76E8EF70C99041C,WPT_CA67EA2043D0BD5EF5F0,17.85932596,78.22147265,confirmed_exact_unique,confirmed,0,0
DYP_6A71ABA585CD4F76,IND_ANDHRA_PRADESH_MEDAK,2002,Census 2001,Census 2001,DPV_C76E8EF70C99041C,WPT_CA67EA2043D0BD5EF5F0,17.85932596,78.22147265,confirmed_exact_unique,confirmed,0,0
DYP_9235D220A50B980E,IND_ANDHRA_PRADESH_MEDAK,2003,Census 2001,Census 2001,DPV_C76E8EF70C99041C,WPT_CA67EA2043D0BD5EF5F0,17.85932596,78.22147265,confirmed_exact_unique,confirmed,0,0
DYP_9BD3613887AC8990,IND_ANDHRA_PRADESH_MEDAK,2004,Census 2001,Census 2001,DPV_C76E8EF70C99041C,WPT_CA67EA2043D0BD5EF5F0,17.85932596,78.22147265,confirmed_exact_unique,confirmed,0,0
DYP_F68EFEE821E2AF50,IND_ANDHRA_PRADESH_MEDAK,2005,Census 2001,Census 2001,DPV_C76E8EF70C99041C,WPT_CA67EA2043D0BD5EF5F0,17.85932596,78.22147265,confirmed_exact_unique,confirmed,0,0
DYP_FC4F499EF393D8A2,IND_ANDHRA_PRADESH_MEDAK,2006,Census 2011,Census 2011,DPV_81CC2B23DE95DBCD,WPT_CA67EA2043D0BD5EF5F0,17.85932596,78.22147265,confirmed_exact_unique,confirmed,0,0
DYP_ACD7CB9C707013BF,IND_ANDHRA_PRADESH_MEDAK,2007,Census 2011,Census 2011,DPV_81CC2B23DE95DBCD,WPT_CA67EA2043D0BD5EF5F0,17.85932596,78.22147265,confirmed_exact_unique,confirmed,0,0
DYP_5BD43EB2E49852CC,IND_ANDHRA_PRADESH_MEDAK,2008,Census 2011,Census 2011,DPV_81CC2B23DE95DBCD,WPT_CA67EA2043D0BD5EF5F0,17.85932596,78.22147265,confirmed_exact_unique,confirmed,0,0
DYP_866A59FC0CAB59FB,IND_ANDHRA_PRADESH_MEDAK,2009,Census 2011,Census 2011,DPV_81CC2B23DE95DBCD,WPT_CA67EA2043D0BD5EF5F0,17.85932596,78.22147265,confirmed_exact_unique,confirmed,0,0
DYP_9CD524E62493F20E,IND_ANDHRA_PRADESH_MEDAK,2010,Census 2011,Census 2011,DPV_81CC2B23DE95DBCD,WPT_CA67EA2043D0BD5EF5F0,17.85932596,78.22147265,confirmed_exact_unique,confirmed,0,0
DYP_421FAFB483BCB761,IND_ANDHRA_PRADESH_MEDAK,2011,Census 2011,Census 2011,DPV_81CC2B23DE95DBCD,WPT_CA67EA2043D0BD5EF5F0,17.85932596,78.22147265,confirmed_exact_unique,confirmed,0,0
DYP_09C356444A9B0B01,IND_ANDHRA_PRADESH_MEDAK,2012,Census 2011,Census 2011,DPV_81CC2B23DE95DBCD,WPT_CA67EA2043D0BD5EF5F0,17.85932596,78.22147265,confirmed_exact_unique,confirmed,0,0
DYP_EE6FB26D0F324001,IND_ANDHRA_PRADESH_MEDAK,2013,Census 2011,Census 2011,DPV_81CC2B23DE95DBCD,WPT_CA67EA2043D0BD5EF5F0,17.85932596,78.22147265,confirmed_exact_unique,confirmed,0,0
DYP_2A1013E4AA5214F8,IND_ANDHRA_PRADESH_MEDAK,2014,Census 2011,Census 2011,DPV_81CC2B23DE95DBCD,WPT_CA67EA2043D0BD5EF5F0,17.85932596,78.22147265,confirmed_exact_unique,confirmed,0,0
DYP_E5604F84775E2CA6,IND_ANDHRA_PRADESH_NALGONDA,1997,Census 2001,Census 2001,DPV_FFE6CCF38914C169,WPT_78BC5F105D881E1F4165,17.09139675,79.41555129,confirmed_exact_unique,confirmed,0,0
DYP_FEEC3FBF582C7805,IND_ANDHRA_PRADESH_NALGONDA,1998,Census 2001,Census 2001,DPV_FFE6CCF38914C169,WPT_78BC5F105D881E1F4165,17.09139675,79.41555129,confirmed_exact_unique,confirmed,0,0
DYP_C3C2BA491A82D96A,IND_ANDHRA_PRADESH_NALGONDA,1999,Census 2001,Census 2001,DPV_FFE6CCF38914C169,WPT_78BC5F105D881E1F4165,17.09139675,79.41555129,confirmed_exact_unique,confirmed,0,0
DYP_6B2736477E3ADB36,IND_ANDHRA_PRADESH_NALGONDA,2000,Census 2001,Census 2001,DPV_FFE6CCF38914C169,WPT_78BC5F105D881E1F4165,17.09139675,79.41555129,confirmed_exact_unique,confirmed,0,0
DYP_D4733E1825A63C70,IND_ANDHRA_PRADESH_NALGONDA,2001,Census 2001,Census 2001,DPV_FFE6CCF38914C169,WPT_78BC5F105D881E1F4165,17.09139675,79.41555129,confirmed_exact_unique,confirmed,0,0
DYP_CC2C99EB14D2C8FB,IND_ANDHRA_PRADESH_NALGONDA,2002,Census 2001,Census 2001,DPV_FFE6CCF38914C169,WPT_78BC5F105D881E1F4165,17.09139675,79.41555129,confirmed_exact_unique,confirmed,0,0
DYP_0E28B13A7135BB61,IND_ANDHRA_PRADESH_NALGONDA,2003,Census 2001,Census 2001,DPV_FFE6CCF38914C169,WPT_78BC5F105D881E1F4165,17.09139675,79.41555129,confirmed_exact_unique,confirmed,0,0
DYP_BE71287F2FE88081,IND_ANDHRA_PRADESH_NALGONDA,2004,Census 2001,Census 2001,DPV_FFE6CCF38914C169,WPT_78BC5F105D881E1F4165,17.09139675,79.41555129,confirmed_exact_unique,confirmed,0,0
DYP_DEAF5ECCB9255CEF,IND_ANDHRA_PRADESH_NALGONDA,2005,Census 2001,Census 2001,DPV_FFE6CCF38914C169,WPT_78BC5F105D881E1F4165,17.09139675,79.41555129,confirmed_exact_unique,confirmed,0,0
DYP_8B01A5FD4F30A341,IND_ANDHRA_PRADESH_NALGONDA,2006,Census 2011,Census 2011,DPV_C0D26A467FA299DC,WPT_78BC5F105D881E1F4165,17.09139675,79.41555129,confirmed_exact_unique,confirmed,0,0
DYP_E5079EB2D80A8CD7,IND_ANDHRA_PRADESH_NALGONDA,2007,Census 2011,Census 2011,DPV_C0D26A467FA299DC,WPT_78BC5F105D881E1F4165,17.09139675,79.41555129,confirmed_exact_unique,confirmed,0,0
DYP_E04BD4FD0C04C817,IND_ANDHRA_PRADESH_NALGONDA,2008,Census 2011,Census 2011,DPV_C0D26A467FA299DC,WPT_78BC5F105D881E1F4165,17.09139675,79.41555129,confirmed_exact_unique,confirmed,0,0
DYP_CFF406AA5BE9F17F,IND_ANDHRA_PRADESH_NALGONDA,2009,Census 2011,Census 2011,DPV_C0D26A467FA299DC,WPT_78BC5F105D881E1F4165,17.09139675,79.41555129,confirmed_exact_unique,confirmed,0,0
DYP_0858FDE1C0337442,IND_ANDHRA_PRADESH_NALGONDA,2010,Census 2011,Census 2011,DPV_C0D26A467FA299DC,WPT_78BC5F105D881E1F4165,17.09139675,79.41555129,confirmed_exact_unique,confirmed,0,0
DYP_328A92AC21E93A2D,IND_ANDHRA_PRADESH_NALGONDA,2011,Census 2011,Census 2011,DPV_C0D26A467FA299DC,WPT_78BC5F105D881E1F4165,17.09139675,79.41555129,confirmed_exact_unique,confirmed,0,0
DYP_B026C4610C7F3E7D,IND_ANDHRA_PRADESH_NALGONDA,2012,Census 2011,Census 2011,DPV_C0D26A467FA299DC,WPT_78BC5F105D881E1F4165,17.09139675,79.41555129,confirmed_exact_unique,confirmed,0,0
DYP_DCC738DEC1DDA78D,IND_ANDHRA_PRADESH_NALGONDA,2013,Census 2011,Census 2011,DPV_C0D26A467FA299DC,WPT_78BC5F105D881E1F4165,17.09139675,79.41555129,confirmed_exact_unique,confirmed,0,0
DYP_F70612E27FE5855F,IND_ANDHRA_PRADESH_NALGONDA,2014,Census 2011,Census 2011,DPV_C0D26A467FA299DC,WPT_78BC5F105D881E1F4165,17.09139675,79.41555129,confirmed_exact_unique,confirmed,0,0
DYP_E8F8D572FEAA4578,IND_ANDHRA_PRADESH_NIZAMABAD,1997,Census 2001,Census 2001,DPV_F6580742D50B0819,WPT_26B843CA153EF8A69223,18.54018049,78.11836768,confirmed_exact_unique,confirmed,0,0
DYP_42591AD53C2239BC,IND_ANDHRA_PRADESH_NIZAMABAD,1998,Census 2001,Census 2001,DPV_F6580742D50B0819,WPT_26B843CA153EF8A69223,18.54018049,78.11836768,confirmed_exact_unique,confirmed,0,0
DYP_75F8A9B370A120A5,IND_ANDHRA_PRADESH_NIZAMABAD,1999,Census 2001,Census 2001,DPV_F6580742D50B0819,WPT_26B843CA153EF8A69223,18.54018049,78.11836768,confirmed_exact_unique,confirmed,0,0
DYP_B6D3D84944A75E01,IND_ANDHRA_PRADESH_NIZAMABAD,2000,Census 2001,Census 2001,DPV_F6580742D50B0819,WPT_26B843CA153EF8A69223,18.54018049,78.11836768,confirmed_exact_unique,confirmed,0,0
DYP_60A84368DF3E97DE,IND_ANDHRA_PRADESH_NIZAMABAD,2001,Census 2001,Census 2001,DPV_F6580742D50B0819,WPT_26B843CA153EF8A69223,18.54018049,78.11836768,confirmed_exact_unique,confirmed,0,0
DYP_D577571A9ACA794E,IND_ANDHRA_PRADESH_NIZAMABAD,2002,Census 2001,Census 2001,DPV_F6580742D50B0819,WPT_26B843CA153EF8A69223,18.54018049,78.11836768,confirmed_exact_unique,confirmed,0,0
DYP_B0F58DBA9DC2F793,IND_ANDHRA_PRADESH_NIZAMABAD,2003,Census 2001,Census 2001,DPV_F6580742D50B0819,WPT_26B843CA153EF8A69223,18.54018049,78.11836768,confirmed_exact_unique,confirmed,0,0
DYP_7E6400B46BE2EE9F,IND_ANDHRA_PRADESH_NIZAMABAD,2004,Census 2001,Census 2001,DPV_F6580742D50B0819,WPT_26B843CA153EF8A69223,18.54018049,78.11836768,confirmed_exact_unique,confirmed,0,0
DYP_9A291E0CA95F4C0F,IND_ANDHRA_PRADESH_NIZAMABAD,2005,Census 2001,Census 2001,DPV_F6580742D50B0819,WPT_26B843CA153EF8A69223,18.54018049,78.11836768,confirmed_exact_unique,confirmed,0,0
DYP_CF242DC5E3D787F8,IND_ANDHRA_PRADESH_NIZAMABAD,2006,Census 2011,Census 2011,DPV_E279AEBD50D87C55,WPT_26B843CA153EF8A69223,18.54018049,78.11836768,confirmed_exact_unique,confirmed,0,0
DYP_D60E91AE031550ED,IND_ANDHRA_PRADESH_NIZAMABAD,2007,Census 2011,Census 2011,DPV_E279AEBD50D87C55,WPT_26B843CA153EF8A69223,18.54018049,78.11836768,confirmed_exact_unique,confirmed,0,0
DYP_DC4E2A6B3C43852A,IND_ANDHRA_PRADESH_NIZAMABAD,2008,Census 2011,Census 2011,DPV_E279AEBD50D87C55,WPT_26B843CA153EF8A69223,18.54018049,78.11836768,confirmed_exact_unique,confirmed,0,0
DYP_4BA37DE8106D5B9A,IND_ANDHRA_PRADESH_NIZAMABAD,2009,Census 2011,Census 2011,DPV_E279AEBD50D87C55,WPT_26B843CA153EF8A69223,18.54018049,78.11836768,confirmed_exact_unique,confirmed,0,0
DYP_B90A4B2130635E37,IND_ANDHRA_PRADESH_NIZAMABAD,2010,Census 2011,Census 2011,DPV_E279AEBD50D87C55,WPT_26B843CA153EF8A69223,18.54018049,78.11836768,confirmed_exact_unique,confirmed,0,0
DYP_9B35B385EE17BE93,IND_ANDHRA_PRADESH_NIZAMABAD,2011,Census 2011,Census 2011,DPV_E279AEBD50D87C55,WPT_26B843CA153EF8A69223,18.54018049,78.11836768,confirmed_exact_unique,confirmed,0,0
DYP_0E2CC510D8F1EA1B,IND_ANDHRA_PRADESH_NIZAMABAD,2012,Census 2011,Census 2011,DPV_E279AEBD50D87C55,WPT_26B843CA153EF8A69223,18.54018049,78.11836768,confirmed_exact_unique,confirmed,0,0
DYP_ADB57D93EECA51A1,IND_ANDHRA_PRADESH_NIZAMABAD,2013,Census 2011,Census 2011,DPV_E279AEBD50D87C55,WPT_26B843CA153EF8A69223,18.54018049,78.11836768,confirmed_exact_unique,confirmed,0,0
DYP_C44C4CFF32864AAA,IND_ANDHRA_PRADESH_NIZAMABAD,2014,Census 2011,Census 2011,DPV_E279AEBD50D87C55,WPT_26B843CA153EF8A69223,18.54018049,78.11836768,confirmed_exact_unique,confirmed,0,0
DYP_3A91947AACACE046,IND_ANDHRA_PRADESH_PRAKASAM,1997,Census 2001,Census 2001,DPV_874D8352B7E1DB35,WPT_B1E3CCC60AD84E5F23C0,15.63552072,79.51129157,confirmed_exact_unique,confirmed,0,0
DYP_FA9B7E2C7BF73273,IND_ANDHRA_PRADESH_PRAKASAM,1998,Census 2001,Census 2001,DPV_874D8352B7E1DB35,WPT_B1E3CCC60AD84E5F23C0,15.63552072,79.51129157,confirmed_exact_unique,confirmed,0,0
DYP_3D8DBFA9034258E0,IND_ANDHRA_PRADESH_PRAKASAM,1999,Census 2001,Census 2001,DPV_874D8352B7E1DB35,WPT_B1E3CCC60AD84E5F23C0,15.63552072,79.51129157,confirmed_exact_unique,confirmed,0,0
DYP_26A52A1541AFFEE2,IND_ANDHRA_PRADESH_PRAKASAM,2000,Census 2001,Census 2001,DPV_874D8352B7E1DB35,WPT_B1E3CCC60AD84E5F23C0,15.63552072,79.51129157,confirmed_exact_unique,confirmed,0,0
DYP_201D72B0C1798EF6,IND_ANDHRA_PRADESH_PRAKASAM,2001,Census 2001,Census 2001,DPV_874D8352B7E1DB35,WPT_B1E3CCC60AD84E5F23C0,15.63552072,79.51129157,confirmed_exact_unique,confirmed,0,0
DYP_F04CCBFB3CEF08F4,IND_ANDHRA_PRADESH_PRAKASAM,2002,Census 2001,Census 2001,DPV_874D8352B7E1DB35,WPT_B1E3CCC60AD84E5F23C0,15.63552072,79.51129157,confirmed_exact_unique,confirmed,0,0
DYP_ACCECD739B40680D,IND_ANDHRA_PRADESH_PRAKASAM,2003,Census 2001,Census 2001,DPV_874D8352B7E1DB35,WPT_B1E3CCC60AD84E5F23C0,15.63552072,79.51129157,confirmed_exact_unique,confirmed,0,0
DYP_44C31620C44CF2C7,IND_ANDHRA_PRADESH_PRAKASAM,2004,Census 2001,Census 2001,DPV_874D8352B7E1DB35,WPT_B1E3CCC60AD84E5F23C0,15.63552072,79.51129157,confirmed_exact_unique,confirmed,0,0
DYP_54EC4E1E6993528F,IND_ANDHRA_PRADESH_PRAKASAM,2005,Census 2001,Census 2001,DPV_874D8352B7E1DB35,WPT_B1E3CCC60AD84E5F23C0,15.63552072,79.51129157,confirmed_exact_unique,confirmed,0,0
DYP_DB97040A0F161C63,IND_ANDHRA_PRADESH_PRAKASAM,2006,Census 2011,Census 2011,DPV_584AD4A694A98280,WPT_B1E3CCC60AD84E5F23C0,15.63552072,79.51129157,confirmed_exact_unique,confirmed,0,0
DYP_9A65F421F9D88653,IND_ANDHRA_PRADESH_PRAKASAM,2007,Census 2011,Census 2011,DPV_584AD4A694A98280,WPT_B1E3CCC60AD84E5F23C0,15.63552072,79.51129157,confirmed_exact_unique,confirmed,0,0
DYP_B1217452EADF2A2A,IND_ANDHRA_PRADESH_PRAKASAM,2008,Census 2011,Census 2011,DPV_584AD4A694A98280,WPT_B1E3CCC60AD84E5F23C0,15.63552072,79.51129157,confirmed_exact_unique,confirmed,0,0
DYP_B30A5096B684C4E9,IND_ANDHRA_PRADESH_PRAKASAM,2009,Census 2011,Census 2011,DPV_584AD4A694A98280,WPT_B1E3CCC60AD84E5F23C0,15.63552072,79.51129157,confirmed_exact_unique,confirmed,0,0
DYP_77FCDE160B98154C,IND_ANDHRA_PRADESH_PRAKASAM,2010,Census 2011,Census 2011,DPV_584AD4A694A98280,WPT_B1E3CCC60AD84E5F23C0,15.63552072,79.51129157,confirmed_exact_unique,confirmed,0,0
DYP_BF7655A1BE3A875D,IND_ANDHRA_PRADESH_PRAKASAM,2011,Census 2011,Census 2011,DPV_584AD4A694A98280,WPT_B1E3CCC60AD84E5F23C0,15.63552072,79.51129157,confirmed_exact_unique,confirmed,0,0
DYP_1C9BAFE96CC351A9,IND_ANDHRA_PRADESH_PRAKASAM,2012,Census 2011,Census 2011,DPV_584AD4A694A98280,WPT_B1E3CCC60AD84E5F23C0,15.63552072,79.51129157,confirmed_exact_unique,confirmed,0,0
DYP_F8D851699B18F84B,IND_ANDHRA_PRADESH_PRAKASAM,2013,Census 2011,Census 2011,DPV_584AD4A694A98280,WPT_B1E3CCC60AD84E5F23C0,15.63552072,79.51129157,confirmed_exact_unique,confirmed,0,0
DYP_353B3F1F5E4A4607,IND_ANDHRA_PRADESH_PRAKASAM,2014,Census 2011,Census 2011,DPV_584AD4A694A98280,WPT_B1E3CCC60AD84E5F23C0,15.63552072,79.51129157,confirmed_exact_unique,confirmed,0,0
DYP_D92184FB0048CE8D,IND_ANDHRA_PRADESH_RANGAREDDI,1997,Census 2001,Census 2001,DPV_B41874BFD74D11E3,WPT_B6E01401FEC9C80620C1,17.28330467,78.1083152,confirmed_exact_unique,confirmed,0,0
DYP_2BCB617D597D973C,IND_ANDHRA_PRADESH_RANGAREDDI,1998,Census 2001,Census 2001,DPV_B41874BFD74D11E3,WPT_B6E01401FEC9C80620C1,17.28330467,78.1083152,confirmed_exact_unique,confirmed,0,0
DYP_35E3F1C3E3230356,IND_ANDHRA_PRADESH_RANGAREDDI,1999,Census 2001,Census 2001,DPV_B41874BFD74D11E3,WPT_B6E01401FEC9C80620C1,17.28330467,78.1083152,confirmed_exact_unique,confirmed,0,0
DYP_057421588B90C3C2,IND_ANDHRA_PRADESH_RANGAREDDI,2000,Census 2001,Census 2001,DPV_B41874BFD74D11E3,WPT_B6E01401FEC9C80620C1,17.28330467,78.1083152,confirmed_exact_unique,confirmed,0,0
DYP_7B8024F59F4A7860,IND_ANDHRA_PRADESH_RANGAREDDI,2001,Census 2001,Census 2001,DPV_B41874BFD74D11E3,WPT_B6E01401FEC9C80620C1,17.28330467,78.1083152,confirmed_exact_unique,confirmed,0,0
DYP_2EC094E566EE2B96,IND_ANDHRA_PRADESH_RANGAREDDI,2002,Census 2001,Census 2001,DPV_B41874BFD74D11E3,WPT_B6E01401FEC9C80620C1,17.28330467,78.1083152,confirmed_exact_unique,confirmed,0,0
DYP_9D502C5376BBA359,IND_ANDHRA_PRADESH_RANGAREDDI,2003,Census 2001,Census 2001,DPV_B41874BFD74D11E3,WPT_B6E01401FEC9C80620C1,17.28330467,78.1083152,confirmed_exact_unique,confirmed,0,0
DYP_D8DB6C5C84A9967E,IND_ANDHRA_PRADESH_RANGAREDDI,2004,Census 2001,Census 2001,DPV_B41874BFD74D11E3,WPT_B6E01401FEC9C80620C1,17.28330467,78.1083152,confirmed_exact_unique,confirmed,0,0
DYP_7707D65220AB35B6,IND_ANDHRA_PRADESH_RANGAREDDI,2005,Census 2001,Census 2001,DPV_B41874BFD74D11E3,WPT_B6E01401FEC9C80620C1,17.28330467,78.1083152,confirmed_exact_unique,confirmed,0,0
DYP_D8FE460BEAFC6E8C,IND_ANDHRA_PRADESH_RANGAREDDI,2006,Census 2011,Census 2001,DPV_14436AE73AE23B3F,WPT_B6E01401FEC9C80620C1,17.28330467,78.1083152,alternate_layer_confirmed_name,working_strong,1,0
DYP_03CAEEF1D8858D81,IND_ANDHRA_PRADESH_RANGAREDDI,2007,Census 2011,Census 2001,DPV_14436AE73AE23B3F,WPT_B6E01401FEC9C80620C1,17.28330467,78.1083152,alternate_layer_confirmed_name,working_strong,1,0
DYP_B9C0EF6F31A4FC2C,IND_ANDHRA_PRADESH_RANGAREDDI,2008,Census 2011,Census 2001,DPV_14436AE73AE23B3F,WPT_B6E01401FEC9C80620C1,17.28330467,78.1083152,alternate_layer_confirmed_name,working_strong,1,0
DYP_309957EB557E2ECD,IND_ANDHRA_PRADESH_RANGAREDDI,2009,Census 2011,Census 2001,DPV_14436AE73AE23B3F,WPT_B6E01401FEC9C80620C1,17.28330467,78.1083152,alternate_layer_confirmed_name,working_strong,1,0
DYP_4B0000563896FCB2,IND_ANDHRA_PRADESH_RANGAREDDI,2010,Census 2011,Census 2001,DPV_14436AE73AE23B3F,WPT_B6E01401FEC9C80620C1,17.28330467,78.1083152,alternate_layer_confirmed_name,working_strong,1,0
DYP_40DEC8561F24C48E,IND_ANDHRA_PRADESH_RANGAREDDI,2011,Census 2011,Census 2001,DPV_14436AE73AE23B3F,WPT_B6E01401FEC9C80620C1,17.28330467,78.1083152,alternate_layer_confirmed_name,working_strong,1,0
DYP_4ECA83A82FA2F24A,IND_ANDHRA_PRADESH_RANGAREDDI,2012,Census 2011,Census 2001,DPV_14436AE73AE23B3F,WPT_B6E01401FEC9C80620C1,17.28330467,78.1083152,alternate_layer_confirmed_name,working_strong,1,0
DYP_C3E1A7DB801F6D8C,IND_ANDHRA_PRADESH_RANGAREDDI,2013,Census 2011,Census 2001,DPV_14436AE73AE23B3F,WPT_B6E01401FEC9C80620C1,17.28330467,78.1083152,alternate_layer_confirmed_name,working_strong,1,0
DYP_85B22F88950C35B7,IND_ANDHRA_PRADESH_RANGAREDDI,2014,Census 2011,Census 2001,DPV_14436AE73AE23B3F,WPT_B6E01401FEC9C80620C1,17.28330467,78.1083152,alternate_layer_confirmed_name,working_strong,1,0
DYP_50A602DF122E6ED3,IND_ANDHRA_PRADESH_SPSR_NELLORE,1997,Census 2001,Census 2001,DPV_8246253FD0DE4E55,WPT_D20CECF6196F557A1A0F,14.29261723,79.78248572,working_fuzzy_same_state,working_fallback,0,0
DYP_8281B99397CE9AF2,IND_ANDHRA_PRADESH_SPSR_NELLORE,1998,Census 2001,Census 2001,DPV_8246253FD0DE4E55,WPT_D20CECF6196F557A1A0F,14.29261723,79.78248572,working_fuzzy_same_state,working_fallback,0,0
DYP_AA6FBD2F3D224578,IND_ANDHRA_PRADESH_SPSR_NELLORE,1999,Census 2001,Census 2001,DPV_8246253FD0DE4E55,WPT_D20CECF6196F557A1A0F,14.29261723,79.78248572,working_fuzzy_same_state,working_fallback,0,0
DYP_678E1DF27FDC0019,IND_ANDHRA_PRADESH_SPSR_NELLORE,2000,Census 2001,Census 2001,DPV_8246253FD0DE4E55,WPT_D20CECF6196F557A1A0F,14.29261723,79.78248572,working_fuzzy_same_state,working_fallback,0,0
DYP_50EA80F45BBCB20F,IND_ANDHRA_PRADESH_SPSR_NELLORE,2001,Census 2001,Census 2001,DPV_8246253FD0DE4E55,WPT_D20CECF6196F557A1A0F,14.29261723,79.78248572,working_fuzzy_same_state,working_fallback,0,0
DYP_A8CB811625460018,IND_ANDHRA_PRADESH_SPSR_NELLORE,2002,Census 2001,Census 2001,DPV_8246253FD0DE4E55,WPT_D20CECF6196F557A1A0F,14.29261723,79.78248572,working_fuzzy_same_state,working_fallback,0,0
DYP_7A5259C9CDA1DFC3,IND_ANDHRA_PRADESH_SPSR_NELLORE,2003,Census 2001,Census 2001,DPV_8246253FD0DE4E55,WPT_D20CECF6196F557A1A0F,14.29261723,79.78248572,working_fuzzy_same_state,working_fallback,0,0
DYP_267A88F5039292CC,IND_ANDHRA_PRADESH_SPSR_NELLORE,2004,Census 2001,Census 2001,DPV_8246253FD0DE4E55,WPT_D20CECF6196F557A1A0F,14.29261723,79.78248572,working_fuzzy_same_state,working_fallback,0,0
DYP_CC6E303B85B33703,IND_ANDHRA_PRADESH_SPSR_NELLORE,2005,Census 2001,Census 2001,DPV_8246253FD0DE4E55,WPT_D20CECF6196F557A1A0F,14.29261723,79.78248572,working_fuzzy_same_state,working_fallback,0,0
DYP_ED71BA2E401857E2,IND_ANDHRA_PRADESH_SPSR_NELLORE,2006,Census 2011,Census 2011,DPV_D73013BC4E3F919C,WPT_D20CECF6196F557A1A0F,14.29261723,79.78248572,working_fuzzy_same_state,working_fallback,0,0
DYP_3F575785E5EDB94C,IND_ANDHRA_PRADESH_SPSR_NELLORE,2007,Census 2011,Census 2011,DPV_D73013BC4E3F919C,WPT_D20CECF6196F557A1A0F,14.29261723,79.78248572,working_fuzzy_same_state,working_fallback,0,0
DYP_1CD529C5527624F4,IND_ANDHRA_PRADESH_SPSR_NELLORE,2008,Census 2011,Census 2011,DPV_D73013BC4E3F919C,WPT_D20CECF6196F557A1A0F,14.29261723,79.78248572,working_fuzzy_same_state,working_fallback,0,0
DYP_E872DF597DB2BE4F,IND_ANDHRA_PRADESH_SPSR_NELLORE,2009,Census 2011,Census 2011,DPV_D73013BC4E3F919C,WPT_D20CECF6196F557A1A0F,14.29261723,79.78248572,working_fuzzy_same_state,working_fallback,0,0
DYP_7B2D8899F31A431B,IND_ANDHRA_PRADESH_SPSR_NELLORE,2010,Census 2011,Census 2011,DPV_D73013BC4E3F919C,WPT_D20CECF6196F557A1A0F,14.29261723,79.78248572,working_fuzzy_same_state,working_fallback,0,0
DYP_E867F429B6824F56,IND_ANDHRA_PRADESH_SPSR_NELLORE,2011,Census 2011,Census 2011,DPV_D73013BC4E3F919C,WPT_D20CECF6196F557A1A0F,14.29261723,79.78248572,working_fuzzy_same_state,working_fallback,0,0
DYP_A718A920F3016088,IND_ANDHRA_PRADESH_SPSR_NELLORE,2012,Census 2011,Census 2011,DPV_D73013BC4E3F919C,WPT_D20CECF6196F557A1A0F,14.29261723,79.78248572,working_fuzzy_same_state,working_fallback,0,0
DYP_38572B70E72021F9,IND_ANDHRA_PRADESH_SPSR_NELLORE,2013,Census 2011,Census 2011,DPV_D73013BC4E3F919C,WPT_D20CECF6196F557A1A0F,14.29261723,79.78248572,working_fuzzy_same_state,working_fallback,0,0
DYP_E5A19CD1372D3E48,IND_ANDHRA_PRADESH_SPSR_NELLORE,2014,Census 2011,Census 2011,DPV_D73013BC4E3F919C,WPT_D20CECF6196F557A1A0F,14.29261723,79.78248572,working_fuzzy_same_state,working_fallback,0,0
DYP_D335EE7DE83B5315,IND_ANDHRA_PRADESH_SRIKAKULAM,1997,Census 2001,Census 2001,DPV_5AA7B3BE466EFC9D,WPT_CF6AC0AA7DFEE0606FE9,18.62325902,83.97164116,confirmed_exact_unique,confirmed,0,0
DYP_598DBB1D4693C112,IND_ANDHRA_PRADESH_SRIKAKULAM,1998,Census 2001,Census 2001,DPV_5AA7B3BE466EFC9D,WPT_CF6AC0AA7DFEE0606FE9,18.62325902,83.97164116,confirmed_exact_unique,confirmed,0,0
DYP_153ECAB8B5535EE9,IND_ANDHRA_PRADESH_SRIKAKULAM,1999,Census 2001,Census 2001,DPV_5AA7B3BE466EFC9D,WPT_CF6AC0AA7DFEE0606FE9,18.62325902,83.97164116,confirmed_exact_unique,confirmed,0,0
