State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,yield,source_row_id,calendar_rule_key,start_date,end_date,weather_window_days,nominal_rule_window_days,calendar_leap_day_adjustment,calendar_rule_level,calendar_rule_version,calendar_rule_status,calendar_window_type,calendar_state_zone,calendar_crop_group,calendar_rule_basis,calendar_special_note,district_id,district_year_point_id,preferred_census_version,used_census_version,district_point_version_id,weather_point_id,latitude,longitude,point_assignment_method,point_assignment_confidence,alternate_layer_used,shared_parent_boundary,weather_window_id,weather_days_expected,weather_days_present,weather_coverage_ratio,weather_window_valid,rain_sum_mm,rain_mean_mm,rainy_days_ge1mm,dry_days_lt1mm,heavy_rain_days_ge20mm,longest_dry_spell_days,longest_wet_spell_days,temp_mean_c,temp_max_mean_c,temp_min_mean_c,temp_max_absolute_c,temp_min_absolute_c,hot_days_tmax_ge35c,cold_days_tmin_lt10c,humidity_mean_pct,solar_radiation_mean,wind_speed_mean,first_25pct_days,first_25pct_rain_sum_mm,first_25pct_temp_mean_c,first_25pct_longest_dry_spell_days,last_25pct_days,last_25pct_rain_sum_mm,last_25pct_temp_mean_c,last_25pct_heavy_rain_days,State_Name_raw,District_Name_raw,Season_raw,Crop_raw,canonical_state_name,canonical_district_name,Season_canonical,Crop_canonical,district_override_applied,source_name,production_scale_factor,Area_corrected,Production_corrected,yield_source_corrected,target_yield,yield_formula_absolute_difference,_canonical_key,selected_source,source_overlap_status,source_rows_count,legacy_source_row_id,expanded_source_row_id,selected_source_row_id,canonical_crop_row_id,target_unit_group,basic_model_eligibility,basic_exclusion_reason
Mizoram,MAMIT,2010,Kharif,Potato,16.0,4000.0,250.0,392232,Mizoram|Potato|Kharif,2010-05-15,2010-09-11,120,120,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,east_northeast,potato,Crop-specific 120-day cycle starting from the east_northeast Kharif anchor.,,IND_MIZORAM_MAMIT,DYP_78A7B13E2A77E80F,Census 2011,Census 2011,DPV_BDBF751CA8123321,WPT_720077AA9968C31DF712,23.75660626,92.45167704,confirmed_exact_unique,confirmed,0,0,WW_38E983403D93C0E589F0,120,120,1.0,True,1442.0299999999843,12.016916666666535,117,3,20,2,83,26.220666666666755,29.4345833333328,23.569416666667045,32.31,20.77,0,0,90.36158333333394,16.2789166666668,0.03624999999999071,30,571.7799999999988,26.021333333332343,0,30,247.84000000000015,26.04766666666789,0,Mizoram,MAMIT,Kharif,Potato,Mizoram,MAMIT,Kharif,Potato,0,expanded_source_x100,0.01,16.0,40.0,2.5,2.5,0.0,MizoramMAMIT2010KharifPotato,expanded_source_x100,expanded_only_scaled,1,,392232.0,392232,CCR_001BABBF62729430F8FB,nominal_yield_per_area,1,
West Bengal,HOWRAH,2009,Summer,Maize,88.0,10500.0,119.3181818181818,362643,West Bengal|Maize|Summer,2010-02-15,2010-06-14,120,120,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,east_northeast,maize,Crop-specific 120-day cycle starting from the east_northeast Summer anchor.,,IND_WEST_BENGAL_HOWRAH,DYP_A18DE37DCF29E994,Census 2011,Census 2011,DPV_F397C31924DFBF1A,WPT_EE0C8EB3DF8EF8ABB2EE,22.49949292,88.03561374,working_fuzzy_same_state,working_fallback,0,0,WW_EA2185132215EB47DF79,120,120,1.0,True,283.7699999999895,2.364749999999913,41,79,1,28,9,29.99516666666726,37.132583333332875,24.347333333332426,45.28,12.38,87,0,62.34091666666839,19.946249999999903,2.8303333333333436,30,28.209999999999127,25.57266666666692,19,30,113.40999999998894,30.84466666666655,0,West Bengal,HOWRAH,Summer,Maize,West Bengal,HOWRAH,Summer,Maize,0,expanded_source_x100,0.01,88.0,105.0,1.1931818181818181,1.1931818181818181,0.0,West BengalHOWRAH2009SummerMaize,expanded_source_x100,expanded_only_scaled,1,,362643.0,362643,CCR_001BB760C179B1F5F3EF,nominal_yield_per_area,1,
Tamil Nadu,PERAMBALUR,2014,Kharif,Masoor,1463.0,193300.0,132.12576896787422,444683,Tamil Nadu|Masoor|Kharif,2014-05-15,2014-09-11,120,120,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,south_coastal,lentil,Crop-specific 120-day cycle starting from the south_coastal Kharif anchor.,,IND_TAMIL_NADU_PERAMBALUR,DYP_DA57C94F9F119F12,Census 2011,Census 2011,DPV_B8D41EAFE3BC0855,WPT_175960BE57FB9E477E9C,11.28587383,78.93232562,confirmed_exact_unique,confirmed,0,0,WW_F9CA24DEDD59AA12CEBA,120,120,1.0,True,228.0699999999997,1.9005833333333308,43,77,1,18,8,28.813166666667044,35.00575000000002,23.912750000000475,39.18,21.49,68,0,63.610416666666666,20.069083333333403,3.23758333333332,30,68.08999999999651,29.67933333333446,7,30,72.94999999999891,27.672666666665464,1,Tamil Nadu,PERAMBALUR,Kharif,Masoor,Tamil Nadu,PERAMBALUR,Kharif,Masoor,0,expanded_source_x100,0.01,1463.0,1933.0,1.3212576896787422,1.3212576896787422,0.0,Tamil NaduPERAMBALUR2014KharifMasoor,expanded_source_x100,expanded_only_scaled,1,,444683.0,444683,CCR_001C1105361567DB81C2,nominal_yield_per_area,1,
Odisha,BALANGIR,2003,Kharif,Ginger,40.0,5000.0,125.0,262580,Odisha|Ginger|Kharif,2003-05-15,2004-01-09,240,240,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,east_northeast,ginger,Crop-specific 240-day cycle starting from the east_northeast Kharif anchor.,,IND_ODISHA_BALANGIR,DYP_45482235C03E948A,Census 2001,Census 2001,DPV_1620A81F9F1877D4,WPT_F4841FB8A5111F70DEE0,20.60826785,83.16912656,confirmed_exact_unique,confirmed,0,0,WW_22402F668F322F27F4EA,240,240,1.0,True,1484.5200000000013,6.1855000000000055,130,110,18,44,39,25.7326250000001,30.35229166666662,21.56133333333325,47.66,8.6,35,6,75.53050000000039,16.169250000000073,2.0202500000000025,60,282.46000000000186,33.15800000000005,17,60,39.909999999998035,18.029500000000674,0,Odisha,BALANGIR,Kharif,Ginger,Odisha,BALANGIR,Kharif,Ginger,0,expanded_source_x100,0.01,40.0,50.0,1.25,1.25,0.0,OdishaBALANGIR2003KharifGinger,expanded_source_x100,expanded_only_scaled,1,,262580.0,262580,CCR_001C439582BBD06877F0,nominal_yield_per_area,1,
Gujarat,PORBANDAR,2013,Summer,Bajra,240.0,67100.0,279.58333333333337,419824,Gujarat|Bajra|Summer,2014-03-01,2014-06-08,100,100,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,central_west,pearl_millet,Crop-specific 100-day cycle starting from the central_west Summer anchor.,,IND_GUJARAT_PORBANDAR,DYP_218EF038B25B1C71,Census 2011,Census 2011,DPV_92932C2BBB0A9F9A,WPT_B8A8AAACC652F35DC563,21.60221672,69.85310909,confirmed_exact_unique,confirmed,0,0,WW_541C6C44C9AAECEABCBF,100,100,1.0,True,11.55999999999949,0.1155999999999949,5,95,0,50,2,29.103899999999268,36.01649999999965,23.39460000000021,41.2,15.54,67,0,56.27130000000412,25.693199999999777,3.7530000000001382,25,0.0,26.059599999999627,25,25,3.350000000000364,31.261999999999535,0,Gujarat,PORBANDAR,Summer,Bajra,Gujarat,PORBANDAR,Summer,Bajra,0,expanded_source_x100,0.01,240.0,671.0,2.795833333333334,2.7958333333333334,4.440892098500626e-16,GujaratPORBANDAR2013SummerBajra,expanded_source_x100,expanded_only_scaled,1,,419824.0,419824,CCR_001C5D6E06291F17B28B,nominal_yield_per_area,1,
Rajasthan,GANGANAGAR,2014,Rabi,Barley,79408.0,24291400.0,305.9062059238364,440449,Rajasthan|Barley|Rabi,2014-10-30,2015-03-08,130,130,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,north_northwest,barley,Crop-specific 130-day cycle starting from the north_northwest Rabi anchor.,,IND_RAJASTHAN_GANGANAGAR,DYP_8B7696D4E572742D,Census 2011,Census 2011,DPV_F45AE2829E2362BE,WPT_BF3104DC4515AE33EE3C,29.45348325,73.56347753,confirmed_exact_unique,confirmed,0,0,WW_36BE45D61719D07059A8,130,130,1.0,True,37.820000000004256,0.29092307692310965,8,122,0,75,3,17.092461538461457,25.25692307692281,10.401615384614427,32.78,3.31,0,70,35.33176923076859,12.141923076922943,1.3932307692307615,33,0.4500000000007276,21.44636363636131,33,33,25.400000000002365,17.909393939395986,0,Rajasthan,GANGANAGAR,Rabi,Barley,Rajasthan,GANGANAGAR,Rabi,Barley,0,expanded_source_x100,0.01,79408.0,242914.0,3.0590620592383644,3.059062059238364,4.440892098500626e-16,RajasthanGANGANAGAR2014RabiBarley,expanded_source_x100,expanded_only_scaled,1,,440449.0,440449,CCR_001D4401831A705CAE94,nominal_yield_per_area,1,
Andhra Pradesh,NIZAMABAD,2008,Kharif,Moong(Green Gram),17133.0,1375800.0,80.30117317457538,320741,Andhra Pradesh|Moong(Green Gram)|Kharif,2008-05-15,2008-08-12,90,90,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,south_coastal,green_gram,Crop-specific 90-day cycle starting from the south_coastal Kharif anchor.,,IND_ANDHRA_PRADESH_NIZAMABAD,DYP_DC4E2A6B3C43852A,Census 2011,Census 2011,DPV_E279AEBD50D87C55,WPT_26B843CA153EF8A69223,18.54018049,78.11836768,confirmed_exact_unique,confirmed,0,0,WW_DB70F207E65A30CF2B1A,90,90,1.0,True,558.4699999999993,6.205222222222215,50,40,8,10,22,28.909222222221917,34.14611111111299,24.538333333333302,43.17,21.81,30,0,62.73722222222261,18.22077777777724,3.562444444444413,23,26.519999999998618,34.047826086956775,6,23,406.5699999999997,25.57391304347877,8,Andhra Pradesh,NIZAMABAD,Kharif,Moong(Green Gram),Andhra Pradesh,NIZAMABAD,Kharif,Moong(Green Gram),0,expanded_source_x100,0.01,17133.0,13758.0,0.8030117317457538,0.8030117317457538,0.0,Andhra PradeshNIZAMABAD2008KharifMoong(Green Gram),expanded_source_x100,expanded_only_scaled,1,,320741.0,320741,CCR_001E95B92E1B18004DBC,nominal_yield_per_area,1,
Arunachal Pradesh,TIRAP,2004,Whole Year,Ginger,230.0,163500.0,710.8695652173913,280325,Arunachal Pradesh|Ginger|Whole Year,2004-07-01,2005-06-30,365,365,0,state_zone+crop+season,v1.0,decided_project_convention,annual_reporting_window,east_northeast,ginger,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,IND_ARUNACHAL_PRADESH_TIRAP,DYP_8FC4C700A7427BD5,Census 2001,Census 2001,DPV_8932CC7FE4A794EA,WPT_632C5C198E5E802A00DC,26.95802477,95.44780629,confirmed_exact_unique,confirmed,0,0,WW_37A97587A4F84D8BD67B,365,365,1.0,True,1154.7200000000103,3.1636164383561924,160,205,11,65,13,20.489342465753566,27.177397260273615,15.741506849315133,35.89,4.52,2,62,72.43123287671247,13.828657534246393,0.25068493150684934,92,411.70000000000255,24.85532608695639,5,92,483.3700000000081,24.044565217391686,8,Arunachal Pradesh,TIRAP,Whole Year,Ginger,Arunachal Pradesh,TIRAP,Whole Year,Ginger,0,expanded_source_x100,0.01,230.0,1635.0,7.108695652173913,7.108695652173913,0.0,Arunachal PradeshTIRAP2004Whole YearGinger,expanded_source_x100,expanded_only_scaled,1,,280325.0,280325,CCR_0020240975BBBBF095B2,nominal_yield_per_area,1,
Jharkhand,KHUNTI,2014,Rabi,Peas & beans (Pulses),190.0,17700.0,93.15789473684212,424514,Jharkhand|Peas & beans (Pulses)|Rabi,2014-10-15,2015-02-11,120,120,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,east_northeast,other_pulse,Crop-specific 120-day cycle starting from the east_northeast Rabi anchor.,,IND_JHARKHAND_KHUNTI,DYP_65B7016A5AECB135,Census 2011,Census 2011,DPV_734AFB12772CC9EC,WPT_CF9CFB18432FD84C425A,22.92379469,85.3054066,confirmed_exact_unique,confirmed,0,0,WW_2D3743136FAA957B2CB4,120,120,1.0,True,44.109999999996944,0.3675833333333079,11,109,0,46,4,17.175333333331945,25.108249999998467,11.152833333333547,29.55,3.85,0,44,59.33133333333244,14.829249999999956,1.4838333333334048,30,3.569999999996071,20.48399999999965,18,30,7.509999999998399,16.500999999998992,0,Jharkhand,KHUNTI,Rabi,Peas & beans (Pulses),Jharkhand,KHUNTI,Rabi,Peas & beans (Pulses),0,expanded_source_x100,0.01,190.0,177.0,0.9315789473684213,0.9315789473684211,2.220446049250313e-16,JharkhandKHUNTI2014RabiPeas & beans (Pulses),expanded_source_x100,expanded_only_scaled,1,,424514.0,424514,CCR_002189CCC87E2FDA0142,nominal_yield_per_area,1,
Jammu and Kashmir,KULGAM,2009,Rabi,Rapeseed &Mustard,4164.0,653480.0,156.93563880883764,333615,Jammu and Kashmir|Rapeseed &Mustard|Rabi,2009-10-30,2010-03-18,140,140,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,north_northwest,rapeseed_mustard,Crop-specific 140-day cycle starting from the north_northwest Rabi anchor.,,IND_JAMMU_AND_KASHMIR_KULGAM,DYP_B47C8819F8B2B951,Census 2011,Census 2011,DPV_A44BE296CFC69EAC,WPT_AA317405E51046770DEC,33.63932666,74.64477373,confirmed_exact_unique,confirmed,0,0,WW_6341AD1542B3F4EBF95A,140,140,1.0,True,185.0900000000047,1.322071428571462,21,119,2,29,7,7.629714285714103,14.92999999999977,2.0547142857144665,24.56,-7.58,0,140,44.80914285714347,11.76792857142926,1.5788571428571165,35,27.320000000001528,9.936285714285415,24,35,50.61000000000149,8.79714285714269,0,Jammu and Kashmir,KULGAM,Rabi,Rapeseed &Mustard,Jammu and Kashmir,KULGAM,Rabi,Rapeseed &Mustard,0,expanded_source_x100,0.01,4164.0,6534.8,1.5693563880883765,1.5693563880883765,0.0,Jammu and KashmirKULGAM2009RabiRapeseed &Mustard,expanded_source_x100,expanded_only_scaled,1,,333615.0,333615,CCR_002485D5406473324BAE,nominal_yield_per_area,1,
Maharashtra,OSMANABAD,2008,Kharif,Small millets,1300.0,30000.0,23.07692307692307,344776,Maharashtra|Small millets|Kharif,2008-06-01,2008-09-13,105,105,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,central_west,minor_cereal,Crop-specific 105-day cycle starting from the central_west Kharif anchor.,,IND_MAHARASHTRA_OSMANABAD,DYP_DCD43340D488F294,Census 2011,Census 2011,DPV_8E7D93258214D634,WPT_82FD1030A1E5717711F5,18.16965331,76.11922163,confirmed_exact_unique,confirmed,0,0,WW_F8ED01E4A9FA80325620,105,105,1.0,True,590.8400000000029,5.627047619047646,45,60,11,26,17,26.572000000000116,31.507523809523335,22.64733333333376,39.73,19.68,15,0,71.14114285714292,16.54895238095279,4.169142857142842,27,21.25999999999931,28.12777777777767,16,27,297.9300000000012,25.071111111111584,7,Maharashtra,OSMANABAD,Kharif,Small millets,Maharashtra,OSMANABAD,Kharif,Small millets,0,expanded_source_x100,0.01,1300.0,300.0,0.2307692307692307,0.23076923076923078,8.326672684688674e-17,MaharashtraOSMANABAD2008KharifSmall millets,expanded_source_x100,expanded_only_scaled,1,,344776.0,344776,CCR_0025D2FAE8B1155F2297,nominal_yield_per_area,1,
Andhra Pradesh,VISAKHAPATANAM,2005,Whole Year,Ginger,812.0,223600.0,275.3694581280788,278330,Andhra Pradesh|Ginger|Whole Year,2005-07-01,2006-06-30,365,365,0,state_zone+crop+season,v1.0,decided_project_convention,annual_reporting_window,south_coastal,ginger,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,IND_ANDHRA_PRADESH_VISAKHAPATANAM,DYP_841BB9FC4B93F12D,Census 2001,Census 2001,DPV_B893825CD43FB785,WPT_48E0EC919F29C610566F,17.89685606,82.56573335,working_fuzzy_same_state,working_fallback,0,0,WW_6B87FDF2F6570F7654B2,365,365,1.0,True,1710.0699999999997,4.685123287671232,144,221,24,78,24,23.382356164384152,28.89495890410968,19.01928767123274,40.11,8.61,55,7,73.39082191780844,17.731013698630175,1.846438356164403,92,915.3499999999949,23.870217391305115,3,92,312.29999999999745,27.36141304347905,5,Andhra Pradesh,VISAKHAPATANAM,Whole Year,Ginger,Andhra Pradesh,VISAKHAPATANAM,Whole Year,Ginger,0,expanded_source_x100,0.01,812.0,2236.0,2.7536945812807883,2.7536945812807883,0.0,Andhra PradeshVISAKHAPATANAM2005Whole YearGinger,expanded_source_x100,expanded_only_scaled,1,,278330.0,278330,CCR_00273755845FA386EB97,nominal_yield_per_area,1,
Rajasthan,SIROHI,2011,Whole Year,Onion,49.0,97500.0,1989.7959183673468,397355,Rajasthan|Onion|Whole Year,2011-07-01,2012-06-30,366,365,1,state_zone+crop+season,v1.0,decided_project_convention,annual_reporting_window,north_northwest,onion,Whole Year mapped to the complete July-June crop-year reporting cycle.,Annual reporting window; do not calculate planting/harvest flags.,IND_RAJASTHAN_SIROHI,DYP_5C6952FBAF45C926,Census 2011,Census 2011,DPV_D5EEBE15D3B6F52E,WPT_DF63000DEA3095CCB0D7,24.80013644,72.82814729,confirmed_exact_unique,confirmed,0,0,WW_AA3B163A85D00ED8EA53,366,366,1.0,True,600.2300000000023,1.6399726775956347,64,302,3,205,20,25.27475409836081,32.686584699453256,19.11248633879809,43.49,1.84,119,47,45.498032786885005,20.000546448087583,2.271366120218603,92,569.3700000000008,27.280326086956293,9,92,30.6200000000008,32.08173913043467,0,Rajasthan,SIROHI,Whole Year,Onion,Rajasthan,SIROHI,Whole Year,Onion,0,expanded_source_x100,0.01,49.0,975.0,19.897959183673468,19.897959183673468,0.0,RajasthanSIROHI2011Whole YearOnion,expanded_source_x100,expanded_only_scaled,1,,397355.0,397355,CCR_002AB7244A3CE0168FC4,nominal_yield_per_area,1,
West Bengal,DINAJPUR DAKSHIN,2012,Kharif,Mesta,3022.0,4197000.0,1388.815354070152,408298,West Bengal|Mesta|Kharif,2012-04-15,2012-09-11,150,150,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,east_northeast,jute_mesta,Crop-specific 150-day cycle starting from the east_northeast Kharif anchor.,,IND_WEST_BENGAL_DINAJPUR_DAKSHIN,DYP_713C208429D98D83,Census 2011,Census 2011,DPV_E281A6B572BC05C6,WPT_DEDB0BFB636F9E99FF6A,25.38249556,88.54532742,working_fuzzy_same_state,working_fallback,0,0,WW_B3478C268EB1C7E41EA0,150,150,1.0,True,957.5300000000025,6.38353333333335,108,42,10,8,25,30.525266666666333,35.2581999999991,26.237200000000012,43.5,20.06,68,0,70.3551999999998,18.643666666666203,2.102266666666668,38,81.4800000000032,31.837631578948564,8,38,206.96000000000276,28.597894736842136,2,West Bengal,DINAJPUR DAKSHIN,Kharif,Mesta,West Bengal,DINAJPUR DAKSHIN,Kharif,Mesta,0,expanded_source_x100,0.01,3022.0,41970.0,13.88815354070152,13.888153540701522,1.7763568394002505e-15,West BengalDINAJPUR DAKSHIN2012KharifMesta,expanded_source_x100,expanded_only_scaled,1,,408298.0,408298,CCR_002B82B9E22D1945A421,nominal_yield_per_area,1,
Madhya Pradesh,JASHPUR,1998,Kharif,Rice,177400.0,13050000.0,73.56257046223224,551179,Madhya Pradesh|Rice|Kharif,1998-06-01,1998-10-28,150,150,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,central_west,rice,Crop-specific 150-day cycle starting from the central_west Kharif anchor.,,IND_MADHYA_PRADESH_JASHPUR,DYP_72A03938DEA7A1A9,Census 2001,Census 2001,DPV_3F667B43DA8F9075,WPT_01CF3B44622E055534C2,25.74671303,76.92610042,working_fuzzy_same_state,working_fallback,0,0,WW_F9C7F0346E49D89EF991,150,150,1.0,True,571.3000000000001,3.8086666666666673,76,74,5,11,23,29.636533333333258,34.936533333333294,25.01573333333325,45.5,15.87,49,0,66.12053333333327,19.03433333333338,2.38673333333334,38,126.29999999999961,34.11815789473679,9,38,76.5300000000002,26.790789473684143,0,Madhya Pradesh,JASHPUR,Kharif,Rice,Madhya Pradesh,JASHPUR,Kharif,Rice,0,expanded_source_x100,0.01,177400.0,130500.0,0.7356257046223225,0.7356257046223225,0.0,Madhya PradeshJASHPUR1998KharifRice,expanded_source_x100,expanded_only_scaled,1,,551179.0,551179,CCR_002C1861DD8BE8EB6237,nominal_yield_per_area,1,
Manipur,BISHNUPUR,2008,Kharif,Urad,140.0,17400.0,124.28571428571428,345818,Manipur|Urad|Kharif,2008-05-15,2008-08-17,95,95,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,east_northeast,black_gram,Crop-specific 95-day cycle starting from the east_northeast Kharif anchor.,,IND_MANIPUR_BISHNUPUR,DYP_7E594C6406270CDA,Census 2011,Census 2011,DPV_F2B2BAF297669E01,WPT_5FC85E5310BBB351B2A2,24.51229152,93.80484992,confirmed_exact_unique,confirmed,0,0,WW_73E1DC758625DCC934F1,95,95,1.0,True,693.3099999999995,7.297999999999995,83,12,6,2,27,24.298210526315653,28.953789473685134,20.719263157894908,33.67,17.95,0,0,82.51652631579138,15.67421052631582,0.26863157894736345,24,107.7699999999968,24.486249999999927,2,24,226.95999999999913,24.01541666666708,3,Manipur,BISHNUPUR,Kharif,Urad,Manipur,BISHNUPUR,Kharif,Urad,0,expanded_source_x100,0.01,140.0,174.0,1.2428571428571429,1.2428571428571429,0.0,ManipurBISHNUPUR2008KharifUrad,expanded_source_x100,expanded_only_scaled,1,,345818.0,345818,CCR_002D6D70E0C1FFC15354,nominal_yield_per_area,1,
Madhya Pradesh,GUNA,2014,Kharif,Barley,1000.0,200000.0,200.0,429899,Madhya Pradesh|Barley|Kharif,2014-06-01,2014-10-08,130,130,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,central_west,barley,Crop-specific 130-day cycle starting from the central_west Kharif anchor.,,IND_MADHYA_PRADESH_GUNA,DYP_BEE5B42C3F356B8B,Census 2011,Census 2011,DPV_DD504363004DB387,WPT_1F5DB2AE54F3B8EF2BD7,24.49858476,77.2593085,confirmed_exact_unique,confirmed,0,0,WW_9E27F3EF40F886D964F9,130,130,1.0,True,799.6999999999862,6.1515384615383555,68,62,10,11,22,28.79869230769154,33.736846153846216,24.482230769231013,46.73,18.21,42,0,67.86261538461683,19.169923076923386,3.275692307692295,33,37.86999999999898,35.002424242421206,10,33,117.13999999999214,24.890606060606483,2,Madhya Pradesh,GUNA,Kharif,Barley,Madhya Pradesh,GUNA,Kharif,Barley,0,expanded_source_x100,0.01,1000.0,2000.0,2.0,2.0,0.0,Madhya PradeshGUNA2014KharifBarley,expanded_source_x100,expanded_only_scaled,1,,429899.0,429899,CCR_002EBFBA2FAA11D27B06,nominal_yield_per_area,1,
Uttar Pradesh,PILIBHIT,2006,Kharif,Sugarcane,61177.0,3857087.0,63.04799189237785,220975,Uttar Pradesh|Sugarcane|Kharif,2006-06-15,2007-06-14,365,365,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,north_northwest,sugarcane,Crop-specific 365-day cycle starting from the north_northwest Kharif anchor.,,IND_UTTAR_PRADESH_PILIBHIT,DYP_0FF7A72767F8D55C,Census 2011,Census 2011,DPV_9C4BC499949548AA,WPT_99BBF0131E0A684B2F33,28.50080932,80.09029695,confirmed_exact_unique,confirmed,0,0,WW_9AC9525625F2858B3200,365,365,1.0,True,1098.2500000000127,3.008904109589076,96,269,12,54,10,25.43761643835615,32.19104109589024,19.61482191780807,45.97,4.15,102,47,52.01087671232893,17.5974794520548,1.7607123287671305,92,727.440000000006,29.767934782608158,10,92,148.850000000004,31.473586956522446,1,Uttar Pradesh,PILIBHIT,Kharif,Sugarcane,Uttar Pradesh,PILIBHIT,Kharif,Sugarcane,0,legacy_source,1.0,61177.0,3857087.0,63.04799189237785,63.04799189237785,0.0,Uttar PradeshPILIBHIT2006KharifSugarcane,legacy_source,corroborated_after_scaling,2,220975.0,316238.0,220975,CCR_0000280F694AABC6D6A1,nominal_yield_per_area,1,
Bihar,PURNIA,2000,Rabi,Moong(Green Gram),9605.0,8135.0,0.846954711087975,40381,Bihar|Moong(Green Gram)|Rabi,2000-10-15,2001-01-12,90,90,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,east_northeast,green_gram,Crop-specific 90-day cycle starting from the east_northeast Rabi anchor.,,IND_BIHAR_PURNIA,DYP_154BF1B9928FA7CD,Census 2001,Census 2001,DPV_22D8253E0BAA112C,WPT_BD25B8C61AC275CB0B1D,25.77861975,87.41351072,confirmed_exact_unique,confirmed,0,0,WW_0581511CB91F074596EA,90,90,1.0,True,12.210000000000036,0.13566666666666707,2,88,0,63,1,20.707888888888476,28.64211111111112,14.526000000000042,35.32,6.33,1,14,51.5053333333328,15.367333333333226,1.1875555555555366,23,7.670000000000073,25.784347826086677,12,23,0.5399999999999636,16.93391304347745,0,Bihar,PURNIA,Rabi,Moong(Green Gram),Bihar,PURNIA,Rabi,Moong(Green Gram),0,legacy_source,1.0,9605.0,8135.0,0.846954711087975,0.846954711087975,0.0,BiharPURNIA2000RabiMoong(Green Gram),legacy_source,corroborated_after_scaling,2,40381.0,537362.0,40381,CCR_000113E8BE12825EB885,nominal_yield_per_area,1,
Punjab,MANSA,2004,Kharif,Sesamum,400.0,200.0,0.5,160399,Punjab|Sesamum|Kharif,2004-06-15,2004-09-22,100,100,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,north_northwest,sesame,Crop-specific 100-day cycle starting from the north_northwest Kharif anchor.,,IND_PUNJAB_MANSA,DYP_D3D9E01367021B65,Census 2001,Census 2001,DPV_BE87B17C5E34A042,WPT_1B1491D90CEF0D095C7F,29.87605798,75.48874358,confirmed_exact_unique,confirmed,0,0,WW_55C8D6E984CD70D756EE,100,100,1.0,True,230.09000000000242,2.3009000000000244,31,69,3,19,5,33.79709999999948,39.80550000000003,28.088799999999974,45.03,23.03,92,0,46.67749999999898,20.731399999999994,2.0761999999999716,25,54.8100000000004,36.12760000000009,12,25,6.120000000001255,31.92119999999879,0,Punjab,MANSA,Kharif,Sesamum,Punjab,MANSA,Kharif,Sesamum,0,legacy_source,1.0,400.0,200.0,0.5,0.5,0.0,PunjabMANSA2004KharifSesamum,legacy_source,corroborated_after_scaling,2,160399.0,306893.0,160399,CCR_0001571A0C0D9A686B4B,nominal_yield_per_area,1,
Odisha,BALANGIR,2014,Autumn,Groundnut,4266.0,5558.6,1.3030004688232537,145137,Odisha|Groundnut|Autumn,2014-04-01,2014-07-29,120,120,0,state_zone+crop+season,v1.0,decided_project_convention,crop_cycle_estimate,east_northeast,groundnut,Crop-specific 120-day cycle starting from the east_northeast Autumn anchor.,,IND_ODISHA_BALANGIR,DYP_62A80DA8EB496B9B,Census 2011,Census 2011,DPV_E2B1D9519A3C1706,WPT_F4841FB8A5111F70DEE0,20.60826785,83.16912656,confirmed_exact_unique,confirmed,0,0,WW_E4751BFF5E26322A1F0A,120,120,1.0,True,602.2999999999884,5.019166666666569,59,61,7,13,19,32.22183333333427,38.71316666666704,26.309000000000257,46.06,20.84,96,0,50.25175000000066,19.61141666666687,2.65625,30,25.989999999990687,32.79600000000112,13,30,421.799999999992,28.413666666670665,7,Odisha,BALANGIR,Autumn,Groundnut,Odisha,BALANGIR,Autumn,Groundnut,0,legacy_source,1.0,4266.0,5558.6,1.3030004688232537,1.3030004688232537,0.0,OdishaBALANGIR2014AutumnGroundnut,legacy_source,corroborated_after_scaling,2,145137.0,437967.0,145137,CCR_0001DBF1AE780E750A75,nominal_yield_per_area,1,
