State_Name,District_Name,first_year,last_year,crop_rows,unique_years,unique_crops,unique_seasons,district_id,normalized_state_name,normalized_district_name,state_compare_key,district_compare_key,flag_name_too_short,flag_single_character_name,flag_contains_digit,flag_contains_parentheses,flag_contains_unusual_punctuation,flag_multiple_spaces_original,flag_leading_or_trailing_space_original,flag_duplicate_normalized_within_state,flag_same_district_name_multiple_states,flag_multiple_raw_names_same_normalized_key,flag_possible_truncation,issue_count,review_priority,flag_requires_manual_review,review_status
Bihar,PASHCHIM CHAMPARAN,1997,2014,1148,18,40,6,IND_BIHAR_PASHCHIM_CHAMPARAN,BIHAR,PASHCHIM CHAMPARAN,BIHAR,PASHCHIM CHAMPARAN,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,PATNA,1997,2014,906,18,33,6,IND_BIHAR_PATNA,BIHAR,PATNA,BIHAR,PATNA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,PURBI CHAMPARAN,1997,2014,1099,18,39,6,IND_BIHAR_PURBI_CHAMPARAN,BIHAR,PURBI CHAMPARAN,BIHAR,PURBI CHAMPARAN,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,PURNIA,1997,2014,1092,18,42,6,IND_BIHAR_PURNIA,BIHAR,PURNIA,BIHAR,PURNIA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,RANCHI,1997,1999,73,3,34,6,IND_BIHAR_RANCHI,BIHAR,RANCHI,BIHAR,RANCHI,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Bihar,ROHTAS,1997,2014,996,18,39,6,IND_BIHAR_ROHTAS,BIHAR,ROHTAS,BIHAR,ROHTAS,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,SAHARSA,1997,2014,1010,18,39,6,IND_BIHAR_SAHARSA,BIHAR,SAHARSA,BIHAR,SAHARSA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,SAHEBGANJ,1997,1999,52,3,23,6,IND_BIHAR_SAHEBGANJ,BIHAR,SAHEBGANJ,BIHAR,SAHEBGANJ,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Bihar,SAMASTIPUR,1997,2014,1154,18,42,6,IND_BIHAR_SAMASTIPUR,BIHAR,SAMASTIPUR,BIHAR,SAMASTIPUR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,SARAN,1997,2014,1010,18,37,6,IND_BIHAR_SARAN,BIHAR,SARAN,BIHAR,SARAN,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,SHEIKHPURA,1997,2014,592,18,28,6,IND_BIHAR_SHEIKHPURA,BIHAR,SHEIKHPURA,BIHAR,SHEIKHPURA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,SHEOHAR,1997,2014,834,18,35,6,IND_BIHAR_SHEOHAR,BIHAR,SHEOHAR,BIHAR,SHEOHAR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,SITAMARHI,1997,2014,1059,18,41,6,IND_BIHAR_SITAMARHI,BIHAR,SITAMARHI,BIHAR,SITAMARHI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,SIWAN,1997,2014,1100,18,42,6,IND_BIHAR_SIWAN,BIHAR,SIWAN,BIHAR,SIWAN,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,SUPAUL,1997,2014,1092,18,41,6,IND_BIHAR_SUPAUL,BIHAR,SUPAUL,BIHAR,SUPAUL,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,VAISHALI,1997,2014,1144,18,41,6,IND_BIHAR_VAISHALI,BIHAR,VAISHALI,BIHAR,VAISHALI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Bihar,WEST SINGHBHUM,1997,1999,57,3,25,6,IND_BIHAR_WEST_SINGHBHUM,BIHAR,WEST SINGHBHUM,BIHAR,WEST SINGHBHUM,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Chandigarh,CHANDIGARH,1998,2014,198,17,12,3,IND_CHANDIGARH_CHANDIGARH,CHANDIGARH,CHANDIGARH,CHANDIGARH,CHANDIGARH,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Chhattisgarh,BALOD,2011,2014,264,4,36,3,IND_CHHATTISGARH_BALOD,CHHATTISGARH,BALOD,CHHATTISGARH,BALOD,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Chhattisgarh,BALODA BAZAR,2011,2014,296,4,38,3,IND_CHHATTISGARH_BALODA_BAZAR,CHHATTISGARH,BALODA BAZAR,CHHATTISGARH,BALODA BAZAR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Chhattisgarh,BALRAMPUR,2011,2014,320,4,40,4,IND_CHHATTISGARH_BALRAMPUR,CHHATTISGARH,BALRAMPUR,CHHATTISGARH,BALRAMPUR,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Chhattisgarh,BASTAR,2000,2014,1150,15,42,3,IND_CHHATTISGARH_BASTAR,CHHATTISGARH,BASTAR,CHHATTISGARH,BASTAR,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Chhattisgarh,BEMETARA,2011,2014,276,4,38,3,IND_CHHATTISGARH_BEMETARA,CHHATTISGARH,BEMETARA,CHHATTISGARH,BEMETARA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Chhattisgarh,BIJAPUR,2006,2014,412,9,30,3,IND_CHHATTISGARH_BIJAPUR,CHHATTISGARH,BIJAPUR,CHHATTISGARH,BIJAPUR,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Chhattisgarh,BILASPUR,2000,2014,1150,15,41,3,IND_CHHATTISGARH_BILASPUR,CHHATTISGARH,BILASPUR,CHHATTISGARH,BILASPUR,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Chhattisgarh,DANTEWADA,2000,2014,918,15,38,3,IND_CHHATTISGARH_DANTEWADA,CHHATTISGARH,DANTEWADA,CHHATTISGARH,DANTEWADA,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Chhattisgarh,DHAMTARI,2000,2014,1099,15,40,3,IND_CHHATTISGARH_DHAMTARI,CHHATTISGARH,DHAMTARI,CHHATTISGARH,DHAMTARI,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Chhattisgarh,DURG,2000,2014,1118,15,43,3,IND_CHHATTISGARH_DURG,CHHATTISGARH,DURG,CHHATTISGARH,DURG,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Chhattisgarh,GARIYABAND,2011,2014,302,4,39,3,IND_CHHATTISGARH_GARIYABAND,CHHATTISGARH,GARIYABAND,CHHATTISGARH,GARIYABAND,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Chhattisgarh,JANJGIR-CHAMPA,2000,2014,1098,15,38,3,IND_CHHATTISGARH_JANJGIR_CHAMPA,CHHATTISGARH,JANJGIR-CHAMPA,CHHATTISGARH,JANJGIRCHAMPA,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Chhattisgarh,JASHPUR,2000,2014,1124,15,41,3,IND_CHHATTISGARH_JASHPUR,CHHATTISGARH,JASHPUR,CHHATTISGARH,JASHPUR,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Chhattisgarh,KABIRDHAM,2000,2014,983,15,40,3,IND_CHHATTISGARH_KABIRDHAM,CHHATTISGARH,KABIRDHAM,CHHATTISGARH,KABIRDHAM,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Chhattisgarh,KANKER,2000,2014,1084,15,40,3,IND_CHHATTISGARH_KANKER,CHHATTISGARH,KANKER,CHHATTISGARH,KANKER,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Chhattisgarh,KONDAGAON,2011,2014,276,4,38,3,IND_CHHATTISGARH_KONDAGAON,CHHATTISGARH,KONDAGAON,CHHATTISGARH,KONDAGAON,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Chhattisgarh,KORBA,2000,2014,1074,15,38,3,IND_CHHATTISGARH_KORBA,CHHATTISGARH,KORBA,CHHATTISGARH,KORBA,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Chhattisgarh,KOREA,2000,2014,939,15,39,3,IND_CHHATTISGARH_KOREA,CHHATTISGARH,KOREA,CHHATTISGARH,KOREA,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Chhattisgarh,MAHASAMUND,2000,2014,1041,15,41,3,IND_CHHATTISGARH_MAHASAMUND,CHHATTISGARH,MAHASAMUND,CHHATTISGARH,MAHASAMUND,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Chhattisgarh,MUNGELI,2011,2014,246,4,32,3,IND_CHHATTISGARH_MUNGELI,CHHATTISGARH,MUNGELI,CHHATTISGARH,MUNGELI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Chhattisgarh,NARAYANPUR,2005,2014,400,10,32,3,IND_CHHATTISGARH_NARAYANPUR,CHHATTISGARH,NARAYANPUR,CHHATTISGARH,NARAYANPUR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Chhattisgarh,RAIGARH,2000,2014,1157,15,41,3,IND_CHHATTISGARH_RAIGARH,CHHATTISGARH,RAIGARH,CHHATTISGARH,RAIGARH,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Chhattisgarh,RAIPUR,2000,2014,1148,15,42,3,IND_CHHATTISGARH_RAIPUR,CHHATTISGARH,RAIPUR,CHHATTISGARH,RAIPUR,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Chhattisgarh,RAJNANDGAON,2000,2014,1206,15,43,3,IND_CHHATTISGARH_RAJNANDGAON,CHHATTISGARH,RAJNANDGAON,CHHATTISGARH,RAJNANDGAON,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Chhattisgarh,SUKMA,2011,2014,212,4,30,3,IND_CHHATTISGARH_SUKMA,CHHATTISGARH,SUKMA,CHHATTISGARH,SUKMA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Chhattisgarh,SURAJPUR,2011,2014,292,4,38,3,IND_CHHATTISGARH_SURAJPUR,CHHATTISGARH,SURAJPUR,CHHATTISGARH,SURAJPUR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Chhattisgarh,SURGUJA,2000,2014,1130,15,43,3,IND_CHHATTISGARH_SURGUJA,CHHATTISGARH,SURGUJA,CHHATTISGARH,SURGUJA,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,2014,526,17,22,3,IND_DADRA_AND_NAGAR_HAVELI_DADRA_AND_NAGAR_HAVELI,DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Daman and Diu,DAMAN,2013,2014,2,2,1,1,IND_DAMAN_AND_DIU_DAMAN,DAMAN AND DIU,DAMAN,DAMAN AND DIU,DAMAN,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Daman and Diu,DIU,2013,2014,2,2,1,1,IND_DAMAN_AND_DIU_DIU,DAMAN AND DIU,DIU,DAMAN AND DIU,DIU,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Daman and Diu,Daman and Diu,1998,2012,30,15,2,1,IND_DAMAN_AND_DIU_DAMAN_AND_DIU,DAMAN AND DIU,DAMAN AND DIU,DAMAN AND DIU,DAMAN AND DIU,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Delhi,DELHI_TOTAL,2008,2014,62,7,9,3,IND_DELHI_DELHI_TOTAL,DELHI,DELHI_TOTAL,DELHI,DELHI_TOTAL,0,0,0,0,1,0,0,0,0,0,0,1,medium,1,pending
Delhi,Delhi,1998,2007,105,10,12,3,IND_DELHI_DELHI,DELHI,DELHI,DELHI,DELHI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Goa,Goa,1998,2003,84,6,12,3,IND_GOA_GOA,GOA,GOA,GOA,GOA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Goa,NORTH GOA,1997,2014,206,12,16,3,IND_GOA_NORTH_GOA,GOA,NORTH GOA,GOA,NORTH GOA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Goa,SOUTH GOA,1997,2014,192,12,16,3,IND_GOA_SOUTH_GOA,GOA,SOUTH GOA,GOA,SOUTH GOA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,AHMADABAD,1997,2014,786,18,31,4,IND_GUJARAT_AHMADABAD,GUJARAT,AHMADABAD,GUJARAT,AHMADABAD,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,AMRELI,1997,2014,734,18,32,4,IND_GUJARAT_AMRELI,GUJARAT,AMRELI,GUJARAT,AMRELI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,ANAND,2003,2014,546,12,29,4,IND_GUJARAT_ANAND,GUJARAT,ANAND,GUJARAT,ANAND,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,ARAVALLI,2014,2014,27,1,21,4,IND_GUJARAT_ARAVALLI,GUJARAT,ARAVALLI,GUJARAT,ARAVALLI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,BANAS KANTHA,1997,2014,843,18,31,4,IND_GUJARAT_BANAS_KANTHA,GUJARAT,BANAS KANTHA,GUJARAT,BANAS KANTHA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,BHARUCH,1997,2014,856,18,33,4,IND_GUJARAT_BHARUCH,GUJARAT,BHARUCH,GUJARAT,BHARUCH,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,BHAVNAGAR,1997,2014,731,18,31,4,IND_GUJARAT_BHAVNAGAR,GUJARAT,BHAVNAGAR,GUJARAT,BHAVNAGAR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,BOTAD,2014,2014,18,1,15,4,IND_GUJARAT_BOTAD,GUJARAT,BOTAD,GUJARAT,BOTAD,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,CHHOTAUDEPUR,2014,2014,30,1,23,4,IND_GUJARAT_CHHOTAUDEPUR,GUJARAT,CHHOTAUDEPUR,GUJARAT,CHHOTAUDEPUR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,DANG,1997,2014,488,18,26,4,IND_GUJARAT_DANG,GUJARAT,DANG,GUJARAT,DANG,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,DEVBHUMI DWARKA,2014,2014,20,1,16,4,IND_GUJARAT_DEVBHUMI_DWARKA,GUJARAT,DEVBHUMI DWARKA,GUJARAT,DEVBHUMI DWARKA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,DOHAD,2003,2014,481,12,26,4,IND_GUJARAT_DOHAD,GUJARAT,DOHAD,GUJARAT,DOHAD,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,GANDHINAGAR,1997,2014,698,18,27,4,IND_GUJARAT_GANDHINAGAR,GUJARAT,GANDHINAGAR,GUJARAT,GANDHINAGAR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,GIR SOMNATH,2014,2014,23,1,18,4,IND_GUJARAT_GIR_SOMNATH,GUJARAT,GIR SOMNATH,GUJARAT,GIR SOMNATH,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,JAMNAGAR,1997,2014,773,18,29,4,IND_GUJARAT_JAMNAGAR,GUJARAT,JAMNAGAR,GUJARAT,JAMNAGAR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,JUNAGADH,1997,2014,773,18,31,4,IND_GUJARAT_JUNAGADH,GUJARAT,JUNAGADH,GUJARAT,JUNAGADH,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,KACHCHH,1997,2014,670,18,29,4,IND_GUJARAT_KACHCHH,GUJARAT,KACHCHH,GUJARAT,KACHCHH,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,KHEDA,1997,2014,968,18,33,4,IND_GUJARAT_KHEDA,GUJARAT,KHEDA,GUJARAT,KHEDA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,MAHESANA,1997,2014,895,18,31,4,IND_GUJARAT_MAHESANA,GUJARAT,MAHESANA,GUJARAT,MAHESANA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,MAHISAGAR,2014,2014,33,1,25,4,IND_GUJARAT_MAHISAGAR,GUJARAT,MAHISAGAR,GUJARAT,MAHISAGAR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,MORBI,2014,2014,23,1,18,4,IND_GUJARAT_MORBI,GUJARAT,MORBI,GUJARAT,MORBI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,NARMADA,2003,2014,460,12,28,4,IND_GUJARAT_NARMADA,GUJARAT,NARMADA,GUJARAT,NARMADA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,NAVSARI,2003,2014,461,12,27,4,IND_GUJARAT_NAVSARI,GUJARAT,NAVSARI,GUJARAT,NAVSARI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,PANCH MAHALS,1997,2014,1014,18,34,4,IND_GUJARAT_PANCH_MAHALS,GUJARAT,PANCH MAHALS,GUJARAT,PANCH MAHALS,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,PATAN,2003,2014,446,12,28,4,IND_GUJARAT_PATAN,GUJARAT,PATAN,GUJARAT,PATAN,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,PORBANDAR,2003,2014,372,12,24,4,IND_GUJARAT_PORBANDAR,GUJARAT,PORBANDAR,GUJARAT,PORBANDAR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,RAJKOT,1997,2014,740,18,29,4,IND_GUJARAT_RAJKOT,GUJARAT,RAJKOT,GUJARAT,RAJKOT,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,SABAR KANTHA,1997,2014,837,18,30,4,IND_GUJARAT_SABAR_KANTHA,GUJARAT,SABAR KANTHA,GUJARAT,SABAR KANTHA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,SURAT,1997,2014,864,18,34,4,IND_GUJARAT_SURAT,GUJARAT,SURAT,GUJARAT,SURAT,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,SURENDRANAGAR,1997,2014,708,18,30,4,IND_GUJARAT_SURENDRANAGAR,GUJARAT,SURENDRANAGAR,GUJARAT,SURENDRANAGAR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,TAPI,2008,2014,291,7,26,4,IND_GUJARAT_TAPI,GUJARAT,TAPI,GUJARAT,TAPI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,VADODARA,1997,2014,984,18,33,4,IND_GUJARAT_VADODARA,GUJARAT,VADODARA,GUJARAT,VADODARA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Gujarat,VALSAD,1997,2014,620,18,28,4,IND_GUJARAT_VALSAD,GUJARAT,VALSAD,GUJARAT,VALSAD,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,AMBALA,1997,2014,436,18,33,3,IND_HARYANA_AMBALA,HARYANA,AMBALA,HARYANA,AMBALA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,BHIWANI,1997,2014,520,18,30,3,IND_HARYANA_BHIWANI,HARYANA,BHIWANI,HARYANA,BHIWANI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,CHARKI DADRI,2014,2014,2,1,2,1,IND_HARYANA_CHARKI_DADRI,HARYANA,CHARKI DADRI,HARYANA,CHARKI DADRI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,FARIDABAD,1997,2014,409,18,32,3,IND_HARYANA_FARIDABAD,HARYANA,FARIDABAD,HARYANA,FARIDABAD,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,FATEHABAD,1997,2014,510,18,30,3,IND_HARYANA_FATEHABAD,HARYANA,FATEHABAD,HARYANA,FATEHABAD,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,GURGAON,1997,2014,430,18,31,3,IND_HARYANA_GURGAON,HARYANA,GURGAON,HARYANA,GURGAON,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,HISAR,1997,2014,556,18,35,3,IND_HARYANA_HISAR,HARYANA,HISAR,HARYANA,HISAR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,JHAJJAR,1997,2014,453,18,28,3,IND_HARYANA_JHAJJAR,HARYANA,JHAJJAR,HARYANA,JHAJJAR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,JIND,1997,2014,411,18,31,3,IND_HARYANA_JIND,HARYANA,JIND,HARYANA,JIND,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,KAITHAL,1997,2014,424,18,32,3,IND_HARYANA_KAITHAL,HARYANA,KAITHAL,HARYANA,KAITHAL,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,KARNAL,1997,2014,491,18,35,3,IND_HARYANA_KARNAL,HARYANA,KARNAL,HARYANA,KARNAL,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,KURUKSHETRA,1997,2014,406,18,30,3,IND_HARYANA_KURUKSHETRA,HARYANA,KURUKSHETRA,HARYANA,KURUKSHETRA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,MAHENDRAGARH,1997,2014,349,18,28,3,IND_HARYANA_MAHENDRAGARH,HARYANA,MAHENDRAGARH,HARYANA,MAHENDRAGARH,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,MEWAT,2005,2014,212,10,23,3,IND_HARYANA_MEWAT,HARYANA,MEWAT,HARYANA,MEWAT,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,PALWAL,2008,2014,134,7,20,3,IND_HARYANA_PALWAL,HARYANA,PALWAL,HARYANA,PALWAL,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,PANCHKULA,1997,2014,496,18,35,3,IND_HARYANA_PANCHKULA,HARYANA,PANCHKULA,HARYANA,PANCHKULA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,PANIPAT,1997,2014,424,18,34,3,IND_HARYANA_PANIPAT,HARYANA,PANIPAT,HARYANA,PANIPAT,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,REWARI,1997,2014,407,18,29,3,IND_HARYANA_REWARI,HARYANA,REWARI,HARYANA,REWARI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,ROHTAK,1997,2014,450,18,32,3,IND_HARYANA_ROHTAK,HARYANA,ROHTAK,HARYANA,ROHTAK,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,SIRSA,1997,2014,496,18,29,3,IND_HARYANA_SIRSA,HARYANA,SIRSA,HARYANA,SIRSA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,SONIPAT,1997,2014,483,18,33,3,IND_HARYANA_SONIPAT,HARYANA,SONIPAT,HARYANA,SONIPAT,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Haryana,YAMUNANAGAR,1997,2014,483,18,33,3,IND_HARYANA_YAMUNANAGAR,HARYANA,YAMUNANAGAR,HARYANA,YAMUNANAGAR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Himachal Pradesh,BILASPUR,1998,2014,528,17,34,3,IND_HIMACHAL_PRADESH_BILASPUR,HIMACHAL PRADESH,BILASPUR,HIMACHAL PRADESH,BILASPUR,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Himachal Pradesh,CHAMBA,1998,2014,543,17,32,3,IND_HIMACHAL_PRADESH_CHAMBA,HIMACHAL PRADESH,CHAMBA,HIMACHAL PRADESH,CHAMBA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Himachal Pradesh,HAMIRPUR,1998,2014,455,17,32,3,IND_HIMACHAL_PRADESH_HAMIRPUR,HIMACHAL PRADESH,HAMIRPUR,HIMACHAL PRADESH,HAMIRPUR,0,0,0,0,0,0,0,0,1,0,0,1,medium,1,pending
Himachal Pradesh,KANGRA,1998,2014,649,17,35,3,IND_HIMACHAL_PRADESH_KANGRA,HIMACHAL PRADESH,KANGRA,HIMACHAL PRADESH,KANGRA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Himachal Pradesh,KINNAUR,1998,2014,270,17,17,3,IND_HIMACHAL_PRADESH_KINNAUR,HIMACHAL PRADESH,KINNAUR,HIMACHAL PRADESH,KINNAUR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Himachal Pradesh,KULLU,1998,2014,532,17,28,3,IND_HIMACHAL_PRADESH_KULLU,HIMACHAL PRADESH,KULLU,HIMACHAL PRADESH,KULLU,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Himachal Pradesh,LAHUL AND SPITI,1998,2014,191,17,10,3,IND_HIMACHAL_PRADESH_LAHUL_AND_SPITI,HIMACHAL PRADESH,LAHUL AND SPITI,HIMACHAL PRADESH,LAHUL AND SPITI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Himachal Pradesh,MANDI,1998,2014,648,17,33,3,IND_HIMACHAL_PRADESH_MANDI,HIMACHAL PRADESH,MANDI,HIMACHAL PRADESH,MANDI,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Himachal Pradesh,SHIMLA,1998,2014,633,17,31,3,IND_HIMACHAL_PRADESH_SHIMLA,HIMACHAL PRADESH,SHIMLA,HIMACHAL PRADESH,SHIMLA,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Himachal Pradesh,SIRMAUR,1998,2014,650,17,33,3,IND_HIMACHAL_PRADESH_SIRMAUR,HIMACHAL PRADESH,SIRMAUR,HIMACHAL PRADESH,SIRMAUR,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
Himachal Pradesh,SOLAN,1998,2014,544,17,30,3,IND_HIMACHAL_PRADESH_SOLAN,HIMACHAL PRADESH,SOLAN,HIMACHAL PRADESH,SOLAN,0,0,0,0,0,0,0,0,0,0,0,0,low,0,no_issue_detected
